Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
ACS,"32,9600","2,62","33,0000","32,9000",28.186,"927,50",10/04/2018,09:01
AENA,"171,2000","0,15","172,5500","171,2000",4.850,"834,90",10/04/2018,09:01
AMADEUS,"61,7400","1,21","61,7400","61,6200",13.807,"851,64",10/04/2018,09:01
ARCELORMIT.,"26,0150","1,88","26,0700","25,9450",19.202,"499,48",10/04/2018,09:01
BA.SABADELL,"1,6815","0,24","1,6815","1,6815",101.958,"171,44",10/04/2018,09:00
BA.SANTANDER,"5,3940","0,63","5,3940","5,3820",735.453,"3.961,09",10/04/2018,09:01
BANKIA,"3,7120","0,32","3,7220","3,7120",138.635,"515,79",10/04/2018,09:01
BANKINTER,"8,4480","0,60","8,4480","8,4300",44.916,"378,69",10/04/2018,09:01
BBVA,"6,4850","0,84","6,4920","6,4690",541.267,"3.507,31",10/04/2018,09:01
CAIXABANK,"3,9440","0,64","3,9450","3,9400",135.636,"534,48",10/04/2018,09:00
CELLNEX,"22,3800","-0,04","22,4000","22,3800",12.900,"288,94",10/04/2018,09:00
DIA,"3,5100","0,46","3,5100","3,5100",15.296,"53,69",10/04/2018,09:00
ENAGAS,"22,9100","0,75","22,9100","22,8500",34.310,"785,05",10/04/2018,09:01
ENDESA,"18,0650","0,36","18,1100","18,0650",9.760,"176,67",10/04/2018,09:01
FERROVIAL,"17,3450","0,52","17,3800","17,3450",13.901,"241,30",10/04/2018,09:01
GAS NATURAL,"19,8400","0,35","19,8700","19,8400",13.742,"273,01",10/04/2018,09:01
GRIFOLS CL.A,"23,1600","1,00","23,1700","23,1600",12.575,"291,24",10/04/2018,09:00
IAG,"7,2180","0,56","7,2280","7,2180",105.676,"763,22",10/04/2018,09:01
IBERDROLA,"6,0640","0,40","6,0700","6,0640",162.088,"983,55",10/04/2018,09:01
INDITEX,"26,2000","0,42","26,2000","26,1200",85.436,"2.232,31",10/04/2018,09:01
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,5000","0,53","9,5000","9,5000",6.541,"62,14",10/04/2018,09:00
MAPFRE,"2,7580","0,73","2,7580","2,7500",39.087,"107,52",10/04/2018,09:01
MEDIASET,"8,1920","0,91","8,1920","8,1920",23.769,"194,72",10/04/2018,09:00
MELIA HOTELS,"11,5600","0,00","11,6200","11,5600",4.498,"52,20",10/04/2018,09:00
MERLIN,"12,4600","0,24","12,4800","12,4550",6.902,"86,12",10/04/2018,09:00
R.E.C.,"16,5600","0,27","16,5850","16,5600",16.601,"275,08",10/04/2018,09:00
REPSOL,"15,1400","1,10","15,1400","15,1000",51.518,"777,94",10/04/2018,09:01
SIEMENS GAME,"13,7950","0,15","13,8000","13,7800",25.037,"345,48",10/04/2018,09:01
TEC.REUNIDAS,"24,8000","1,14","24,8300","24,6800",2.843,"70,20",10/04/2018,09:00
TELEFONICA,"8,2200","0,59","8,2200","8,2070",137.790,"1.131,67",10/04/2018,09:01
VISCOFAN,"56,2500","0,45","56,2500","56,2500",265,"14,91",10/04/2018,09:00
IBEX 35,"9.800,80","0,60","9.806,00","9.798,50",,,10/04/2018,09:02
ABERTIS,"18,2100","0,05","18,2100","18,2050",44.494,"810,22",10/04/2018,09:02
ACCIONA,"66,3200","0,73","66,3400","66,1800",1.619,"107,28",10/04/2018,09:02
ACERINOX,"11,5500","1,14","11,5500","11,5200",13.391,"154,46",10/04/2018,09:01
ACS,"32,9600","2,62","33,0000","32,9000",28.234,"929,09",10/04/2018,09:02
AENA,"171,0000","0,03","172,5500","171,0000",4.882,"840,38",10/04/2018,09:02
AMADEUS,"61,6200","1,02","61,7400","61,6200",13.840,"853,68",10/04/2018,09:02
ARCELORMIT.,"26,0200","1,90","26,0700","25,9450",21.553,"560,61",10/04/2018,09:02
BA.SABADELL,"1,6815","0,24","1,6815","1,6815",101.958,"171,44",10/04/2018,09:00
BA.SANTANDER,"5,3950","0,65","5,3960","5,3820",774.303,"4.170,58",10/04/2018,09:02
BANKIA,"3,7120","0,32","3,7220","3,7120",138.635,"515,79",10/04/2018,09:01
BANKINTER,"8,4280","0,36","8,4480","8,4280",46.481,"391,88",10/04/2018,09:02
BBVA,"6,4800","0,76","6,4930","6,4690",582.758,"3.776,25",10/04/2018,09:02
CAIXABANK,"3,9450","0,66","3,9450","3,9380",156.379,"616,29",10/04/2018,09:02
CELLNEX,"22,3400","-0,22","22,4000","22,3400",13.686,"306,50",10/04/2018,09:02
DIA,"3,5100","0,46","3,5100","3,5100",18.829,"66,09",10/04/2018,09:02
ENAGAS,"22,9000","0,70","22,9100","22,8500",34.518,"789,81",10/04/2018,09:02
ENDESA,"18,0650","0,36","18,1100","18,0650",9.760,"176,67",10/04/2018,09:01
FERROVIAL,"17,4000","0,84","17,4000","17,3450",21.973,"381,58",10/04/2018,09:02
GAS NATURAL,"19,8550","0,43","19,8700","19,8400",13.761,"273,38",10/04/2018,09:02
GRIFOLS CL.A,"23,1800","1,09","23,1800","23,1600",13.049,"302,22",10/04/2018,09:01
IAG,"7,2120","0,47","7,2280","7,2040",120.128,"867,43",10/04/2018,09:02
IBERDROLA,"6,0600","0,33","6,0700","6,0600",162.338,"985,06",10/04/2018,09:01
INDITEX,"26,1500","0,23","26,2000","26,1200",98.595,"2.576,97",10/04/2018,09:02
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,5000","0,53","9,5000","9,4950",6.912,"65,66",10/04/2018,09:02
MAPFRE,"2,7550","0,62","2,7580","2,7500",47.784,"131,48",10/04/2018,09:02
MEDIASET,"8,1760","0,71","8,1920","8,1660",25.733,"210,76",10/04/2018,09:02
MELIA HOTELS,"11,5600","0,00","11,6200","11,5600",4.498,"52,20",10/04/2018,09:00
MERLIN,"12,4600","0,24","12,4800","12,4550",7.334,"91,51",10/04/2018,09:01
R.E.C.,"16,5600","0,27","16,5850","16,5600",16.601,"275,08",10/04/2018,09:00
REPSOL,"15,1600","1,24","15,1600","15,1000",79.828,"1.206,75",10/04/2018,09:02
SIEMENS GAME,"13,7950","0,15","13,8000","13,7800",25.037,"345,48",10/04/2018,09:01
TEC.REUNIDAS,"24,8000","1,14","24,8300","24,6800",2.843,"70,20",10/04/2018,09:00
TELEFONICA,"8,2160","0,54","8,2200","8,2070",148.731,"1.221,60",10/04/2018,09:02
VISCOFAN,"56,2500","0,45","56,2500","56,2500",265,"14,91",10/04/2018,09:00
IBEX 35,"9.795,40","0,54","9.806,00","9.794,00",,,10/04/2018,09:03
ABERTIS,"18,2050","0,03","18,2100","18,2050",45.924,"836,26",10/04/2018,09:03
ACCIONA,"66,2400","0,61","66,3400","66,1800",1.792,"118,74",10/04/2018,09:02
ACERINOX,"11,5300","0,96","11,5500","11,5200",14.391,"165,99",10/04/2018,09:03
ACS,"32,9800","2,68","33,0000","32,9000",28.791,"947,45",10/04/2018,09:03
AENA,"171,0000","0,03","172,5500","171,0000",4.882,"840,38",10/04/2018,09:02
AMADEUS,"61,7600","1,25","61,7600","61,6200",15.151,"934,49",10/04/2018,09:03
ARCELORMIT.,"26,0550","2,04","26,0700","25,9450",24.354,"633,58",10/04/2018,09:03
BA.SABADELL,"1,6815","0,24","1,6815","1,6815",101.958,"171,44",10/04/2018,09:00
BA.SANTANDER,"5,3890","0,54","5,3960","5,3820",818.480,"4.408,65",10/04/2018,09:03
BANKIA,"3,7120","0,32","3,7220","3,7120",138.635,"515,79",10/04/2018,09:01
BANKINTER,"8,4280","0,36","8,4480","8,4280",46.575,"392,67",10/04/2018,09:02
BBVA,"6,4800","0,76","6,4930","6,4690",591.005,"3.829,65",10/04/2018,09:03
CAIXABANK,"3,9320","0,33","3,9450","3,9320",163.866,"645,80",10/04/2018,09:03
CELLNEX,"22,3400","-0,22","22,4000","22,3400",13.686,"306,50",10/04/2018,09:02
DIA,"3,5040","0,29","3,5170","3,5040",22.847,"80,22",10/04/2018,09:03
ENAGAS,"22,9200","0,79","22,9200","22,8500",36.972,"846,05",10/04/2018,09:03
ENDESA,"18,0650","0,36","18,1100","18,0650",9.760,"176,67",10/04/2018,09:01
FERROVIAL,"17,3550","0,58","17,4000","17,3450",26.537,"460,94",10/04/2018,09:02
GAS NATURAL,"19,8400","0,35","19,8700","19,8400",15.761,"313,06",10/04/2018,09:02
GRIFOLS CL.A,"23,1600","1,00","23,1800","23,1400",14.224,"329,44",10/04/2018,09:03
IAG,"7,2120","0,47","7,2280","7,2040",120.685,"871,45",10/04/2018,09:03
IBERDROLA,"6,0540","0,23","6,0700","6,0540",169.272,"1.027,09",10/04/2018,09:03
INDITEX,"26,1300","0,15","26,2000","26,1200",98.768,"2.581,49",10/04/2018,09:03
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,5000","0,53","9,5000","9,4950",6.912,"65,66",10/04/2018,09:02
MAPFRE,"2,7570","0,69","2,7580","2,7500",58.078,"159,86",10/04/2018,09:03
MEDIASET,"8,1760","0,71","8,1920","8,1660",25.733,"210,76",10/04/2018,09:02
MELIA HOTELS,"11,5600","0,00","11,6200","11,5600",4.498,"52,20",10/04/2018,09:00
MERLIN,"12,4600","0,24","12,4800","12,4550",8.958,"111,75",10/04/2018,09:03
R.E.C.,"16,5600","0,27","16,5850","16,5600",16.694,"276,62",10/04/2018,09:02
REPSOL,"15,1150","0,93","15,1600","15,1000",88.891,"1.343,88",10/04/2018,09:03
SIEMENS GAME,"13,7950","0,15","13,8000","13,7800",25.237,"348,24",10/04/2018,09:02
TEC.REUNIDAS,"24,8000","1,14","24,8300","24,6800",6.009,"148,75",10/04/2018,09:02
TELEFONICA,"8,2100","0,47","8,2200","8,2070",153.269,"1.258,89",10/04/2018,09:03
VISCOFAN,"56,2500","0,45","56,2500","56,2500",265,"14,91",10/04/2018,09:00
IBEX 35,"9.786,80","0,45","9.806,00","9.785,50",,,10/04/2018,09:04
ABERTIS,"18,2000","0,00","18,2100","18,2000",76.288,"1.388,89",10/04/2018,09:04
ACCIONA,"66,1600","0,49","66,3400","66,1600",2.414,"159,92",10/04/2018,09:04
ACERINOX,"11,5300","0,96","11,5500","11,5200",14.391,"165,99",10/04/2018,09:03
ACS,"32,9000","2,43","33,0000","32,8600",34.281,"1.128,25",10/04/2018,09:04
AENA,"171,0000","0,03","172,5500","171,0000",4.882,"840,38",10/04/2018,09:02
AMADEUS,"61,6800","1,11","61,7600","61,6200",16.428,"1.013,21",10/04/2018,09:04
ARCELORMIT.,"26,0300","1,94","26,0700","25,9450",33.857,"881,07",10/04/2018,09:04
BA.SABADELL,"1,6820","0,27","1,6820","1,6815",103.458,"173,97",10/04/2018,09:04
BA.SANTANDER,"5,3850","0,47","5,3960","5,3800",885.603,"4.770,08",10/04/2018,09:04
BANKIA,"3,7120","0,32","3,7220","3,7120",138.635,"515,79",10/04/2018,09:01
BANKINTER,"8,4240","0,31","8,4480","8,4240",46.639,"393,21",10/04/2018,09:03
BBVA,"6,4600","0,45","6,4930","6,4600",635.823,"4.119,23",10/04/2018,09:04
CAIXABANK,"3,9280","0,23","3,9450","3,9280",167.427,"659,79",10/04/2018,09:04
CELLNEX,"22,3400","-0,22","22,4000","22,3400",13.686,"306,50",10/04/2018,09:02
DIA,"3,5040","0,29","3,5170","3,5040",22.847,"80,22",10/04/2018,09:03
ENAGAS,"22,9200","0,79","22,9200","22,8500",36.972,"846,05",10/04/2018,09:03
ENDESA,"18,0650","0,36","18,1100","18,0650",9.760,"176,67",10/04/2018,09:01
FERROVIAL,"17,4000","0,84","17,4000","17,3450",27.318,"474,52",10/04/2018,09:04
GAS NATURAL,"19,8400","0,35","19,8700","19,8400",15.761,"313,06",10/04/2018,09:02
GRIFOLS CL.A,"23,1600","1,00","23,1800","23,1400",14.224,"329,44",10/04/2018,09:03
IAG,"7,1940","0,22","7,2280","7,1940",121.136,"874,69",10/04/2018,09:03
IBERDROLA,"6,0540","0,23","6,0700","6,0540",184.172,"1.117,29",10/04/2018,09:04
INDITEX,"26,1300","0,15","26,2000","26,1000",106.832,"2.792,12",10/04/2018,09:04
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,5000","0,53","9,5000","9,4950",6.912,"65,66",10/04/2018,09:02
MAPFRE,"2,7570","0,69","2,7580","2,7500",69.225,"190,59",10/04/2018,09:04
MEDIASET,"8,1680","0,62","8,1920","8,1660",25.943,"212,47",10/04/2018,09:04
MELIA HOTELS,"11,5900","0,26","11,6200","11,5500",6.615,"76,73",10/04/2018,09:04
MERLIN,"12,4600","0,24","12,4800","12,4550",8.958,"111,75",10/04/2018,09:03
R.E.C.,"16,5700","0,33","16,5850","16,5500",17.104,"283,42",10/04/2018,09:04
REPSOL,"15,1150","0,93","15,1600","15,1000",90.891,"1.374,11",10/04/2018,09:04
SIEMENS GAME,"13,7700","-0,04","13,8000","13,7700",28.105,"387,74",10/04/2018,09:04
TEC.REUNIDAS,"24,8000","1,14","24,8300","24,6800",6.009,"148,75",10/04/2018,09:02
TELEFONICA,"8,2000","0,34","8,2200","8,2000",175.987,"1.445,32",10/04/2018,09:04
VISCOFAN,"56,0500","0,09","56,2500","56,0500",508,"28,54",10/04/2018,09:03
IBEX 35,"9.785,40","0,44","9.806,00","9.783,30",,,10/04/2018,09:05
ABERTIS,"18,2000","0,00","18,2100","18,2000",76.288,"1.388,89",10/04/2018,09:04
ACCIONA,"66,1600","0,49","66,3400","66,1600",2.414,"159,92",10/04/2018,09:04
ACERINOX,"11,5200","0,88","11,5500","11,5200",16.137,"186,11",10/04/2018,09:04
ACS,"33,0500","2,90","33,0900","32,8400",47.331,"1.558,97",10/04/2018,09:05
AENA,"171,3000","0,20","172,5500","171,0000",4.930,"848,60",10/04/2018,09:05
AMADEUS,"61,7600","1,25","61,7600","61,6200",18.600,"1.147,26",10/04/2018,09:05
ARCELORMIT.,"26,0350","1,96","26,0700","25,9450",35.663,"928,10",10/04/2018,09:05
BA.SABADELL,"1,6800","0,15","1,6820","1,6800",133.018,"223,63",10/04/2018,09:05
BA.SANTANDER,"5,3770","0,32","5,3960","5,3770",973.024,"5.240,97",10/04/2018,09:05
BANKIA,"3,7110","0,30","3,7220","3,7080",167.915,"624,52",10/04/2018,09:05
BANKINTER,"8,4220","0,29","8,4480","8,4220",46.670,"393,47",10/04/2018,09:04
BBVA,"6,4770","0,72","6,4930","6,4600",648.425,"4.200,79",10/04/2018,09:05
CAIXABANK,"3,9340","0,38","3,9450","3,9280",171.227,"674,74",10/04/2018,09:04
CELLNEX,"22,3400","-0,22","22,4000","22,3400",13.686,"306,50",10/04/2018,09:02
DIA,"3,5010","0,20","3,5170","3,5000",26.018,"91,32",10/04/2018,09:05
ENAGAS,"22,8900","0,66","22,9200","22,8500",39.093,"894,62",10/04/2018,09:04
ENDESA,"18,1050","0,58","18,1100","18,0650",10.760,"194,78",10/04/2018,09:05
FERROVIAL,"17,3600","0,61","17,4100","17,3450",34.229,"594,73",10/04/2018,09:05
GAS NATURAL,"19,8400","0,35","19,8700","19,8400",15.761,"313,06",10/04/2018,09:02
GRIFOLS CL.A,"23,1100","0,78","23,1800","23,1100",14.874,"344,46",10/04/2018,09:05
IAG,"7,1940","0,22","7,2280","7,1940",121.136,"874,69",10/04/2018,09:03
IBERDROLA,"6,0420","0,03","6,0700","6,0380",208.678,"1.265,40",10/04/2018,09:05
INDITEX,"26,0800","-0,04","26,2000","26,0800",106.851,"2.792,61",10/04/2018,09:04
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,5000","0,53","9,5000","9,4950",6.912,"65,66",10/04/2018,09:02
MAPFRE,"2,7570","0,69","2,7580","2,7500",69.225,"190,59",10/04/2018,09:04
MEDIASET,"8,1680","0,62","8,1920","8,1660",25.943,"212,47",10/04/2018,09:04
MELIA HOTELS,"11,5900","0,26","11,6200","11,5500",6.615,"76,73",10/04/2018,09:04
MERLIN,"12,4650","0,28","12,4800","12,4550",10.195,"127,17",10/04/2018,09:05
R.E.C.,"16,5400","0,15","16,5850","16,5000",26.324,"435,83",10/04/2018,09:05
REPSOL,"15,1350","1,07","15,1600","15,1000",104.134,"1.574,52",10/04/2018,09:05
SIEMENS GAME,"13,7600","-0,11","13,8000","13,7400",32.207,"444,12",10/04/2018,09:05
TEC.REUNIDAS,"24,8000","1,14","24,8300","24,6800",6.029,"149,25",10/04/2018,09:05
TELEFONICA,"8,1980","0,32","8,2200","8,1960",182.566,"1.499,27",10/04/2018,09:05
VISCOFAN,"56,0500","0,09","56,2500","56,0500",508,"28,54",10/04/2018,09:03
IBEX 35,"9.784,90","0,43","9.806,00","9.782,30",,,10/04/2018,09:06
ABERTIS,"18,2000","0,00","18,2100","18,2000",85.344,"1.553,74",10/04/2018,09:06
ACCIONA,"66,1600","0,49","66,3400","66,1600",2.913,"192,94",10/04/2018,09:05
ACERINOX,"11,5200","0,88","11,5500","11,5200",16.137,"186,11",10/04/2018,09:04
ACS,"33,2000","3,36","33,2000","32,8400",54.533,"1.797,42",10/04/2018,09:06
AENA,"171,3000","0,20","172,5500","171,0000",5.033,"866,23",10/04/2018,09:06
AMADEUS,"61,7000","1,15","61,7600","61,6200",20.665,"1.274,71",10/04/2018,09:06
ARCELORMIT.,"26,0550","2,04","26,0700","25,9450",37.599,"978,53",10/04/2018,09:06
BA.SABADELL,"1,6800","0,15","1,6820","1,6800",311.020,"522,67",10/04/2018,09:06
BA.SANTANDER,"5,3730","0,24","5,3960","5,3730",1.154.437,"6.216,33",10/04/2018,09:06
BANKIA,"3,7060","0,16","3,7220","3,7060",187.621,"697,59",10/04/2018,09:06
BANKINTER,"8,4140","0,19","8,4480","8,4140",47.065,"396,80",10/04/2018,09:06
BBVA,"6,4570","0,40","6,4930","6,4570",686.340,"4.445,84",10/04/2018,09:06
CAIXABANK,"3,9210","0,05","3,9450","3,9210",201.976,"795,58",10/04/2018,09:06
CELLNEX,"22,3900","0,00","22,4000","22,3400",18.837,"421,80",10/04/2018,09:06
DIA,"3,5020","0,23","3,5170","3,5000",28.690,"100,68",10/04/2018,09:06
ENAGAS,"22,9000","0,70","22,9200","22,8500",40.184,"919,61",10/04/2018,09:05
ENDESA,"18,0750","0,42","18,1100","18,0650",10.815,"195,77",10/04/2018,09:05
FERROVIAL,"17,4250","0,99","17,4300","17,3450",46.735,"812,67",10/04/2018,09:06
GAS NATURAL,"19,8050","0,18","19,8700","19,7850",16.772,"333,08",10/04/2018,09:06
GRIFOLS CL.A,"23,1100","0,78","23,1800","23,1100",14.874,"344,46",10/04/2018,09:05
IAG,"7,1940","0,22","7,2280","7,1940",121.136,"874,69",10/04/2018,09:03
IBERDROLA,"6,0420","0,03","6,0700","6,0320",227.870,"1.381,27",10/04/2018,09:06
INDITEX,"26,1000","0,04","26,2000","26,0800",109.934,"2.873,11",10/04/2018,09:06
INDRA A,"11,1900","0,72","11,1900","11,1900",2.142,"23,97",10/04/2018,09:00
INM.COLONIAL,"9,4800","0,32","9,5000","9,4800",8.877,"84,29",10/04/2018,09:06
MAPFRE,"2,7530","0,55","2,7580","2,7500",78.000,"214,75",10/04/2018,09:06
MEDIASET,"8,1620","0,54","8,1920","8,1620",26.303,"215,41",10/04/2018,09:06
MELIA HOTELS,"11,5900","0,26","11,6200","11,5500",6.615,"76,73",10/04/2018,09:04
MERLIN,"12,4500","0,16","12,4800","12,4500",11.469,"143,03",10/04/2018,09:06
R.E.C.,"16,5600","0,27","16,5850","16,5000",28.113,"465,44",10/04/2018,09:06
REPSOL,"15,1300","1,04","15,1600","15,1000",133.146,"2.013,91",10/04/2018,09:06
SIEMENS GAME,"13,7850","0,07","13,8000","13,7400",33.072,"456,05",10/04/2018,09:06
TEC.REUNIDAS,"24,7000","0,73","24,8300","24,6800",6.289,"155,67",10/04/2018,09:06
TELEFONICA,"8,2020","0,37","8,2200","8,1960",229.651,"1.885,37",10/04/2018,09:06
VISCOFAN,"56,0000","0,00","56,2500","56,0000",563,"31,62",10/04/2018,09:06
IBEX 35,"9.791,20","0,50","9.806,00","9.782,30",,,10/04/2018,09:07
