Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
VISCOFAN,"55,4000","0,18","55,4000","55,3000",281,"15,54",13/04/2018,09:00
IBEX 35,"9.750,50","0,04","9.764,60","9.749,00",,,13/04/2018,09:02
ABERTIS,"18,3000","0,52","18,3100","18,2800",219.780,"4.018,79",13/04/2018,09:01
ACCIONA,"66,8600","0,06","66,9600","66,8600",1.388,"92,84",13/04/2018,09:02
ACERINOX,"11,6950","0,26","11,7100","11,6650",9.899,"115,72",13/04/2018,09:02
ACS,"33,1500","0,12","33,2500","33,0800",9.314,"308,38",13/04/2018,09:02
AENA,"170,3000","0,35","170,3000","170,0000",2.297,"390,70",13/04/2018,09:00
AMADEUS,"61,4200","-0,16","61,6800","61,4200",18.906,"1.165,39",13/04/2018,09:02
ARCELORMIT.,"26,7600","1,90","26,7900","26,4700",24.994,"664,78",13/04/2018,09:02
BA.SABADELL,"1,7725","-0,42","1,7790","1,7725",371.459,"660,40",13/04/2018,09:02
BA.SANTANDER,"5,3490","0,11","5,3620","5,3480",690.192,"3.697,18",13/04/2018,09:02
BANKIA,"3,7090","0,22","3,7090","3,7050",28.577,"105,94",13/04/2018,09:01
BANKINTER,"8,3700","-0,36","8,4000","8,3700",15.893,"133,36",13/04/2018,09:01
BBVA,"6,3410","0,19","6,3530","6,3380",320.170,"2.033,71",13/04/2018,09:02
CAIXABANK,"3,9490","0,23","3,9510","3,9340",213.221,"841,28",13/04/2018,09:02
CELLNEX,"23,4700","0,04","23,5300","23,4700",16.927,"398,16",13/04/2018,09:02
DIA,"3,4980","-0,34","3,4980","3,4870",162.792,"568,31",13/04/2018,09:01
ENAGAS,"22,8000","-0,44","22,8600","22,8000",7.839,"179,11",13/04/2018,09:02
ENDESA,"17,9450","-0,50","18,0150","17,9450",11.150,"200,77",13/04/2018,09:02
FERROVIAL,"17,1450","0,38","17,1450","17,1450",24.802,"425,23",13/04/2018,09:00
GAS NATURAL,"19,8650","-0,10","19,9400","19,8650",9.881,"196,29",13/04/2018,09:00
GRIFOLS CL.A,"23,2600","0,30","23,2600","23,2100",7.061,"163,89",13/04/2018,09:00
IAG,"7,1160","1,34","7,1200","7,0880",52.817,"375,00",13/04/2018,09:02
IBERDROLA,"6,1480","-0,10","6,1680","6,1440",321.035,"1.979,43",13/04/2018,09:02
INDITEX,"24,9800","-0,79","25,1600","24,9400",224.432,"5.628,69",13/04/2018,09:02
INDRA A,"11,1600","-0,62","11,2200","11,1600",1.572,"17,64",13/04/2018,09:00
INM.COLONIAL,"9,2400","0,43","9,2500","9,2250",139.342,"1.288,83",13/04/2018,09:01
MAPFRE,"2,7720","0,11","2,7810","2,7710",69.196,"191,90",13/04/2018,09:02
MEDIASET,"8,1540","0,30","8,1580","8,1540",32.617,"266,02",13/04/2018,09:01
MELIA HOTELS,"11,5100","0,17","11,5300","11,5100",4.630,"53,37",13/04/2018,09:02
MERLIN,"12,4300","-0,48","12,5250","12,4300",104.955,"1.313,42",13/04/2018,09:02
R.E.C.,"16,5850","0,00","16,6150","16,5850",8.712,"144,57",13/04/2018,09:01
REPSOL,"15,5500","0,16","15,5700","15,5250",56.711,"880,56",13/04/2018,09:02
SIEMENS GAME,"13,2750","0,11","13,3350","13,2750",18.186,"242,21",13/04/2018,09:01
TEC.REUNIDAS,"25,1200","-0,04","25,3100","25,1200",1.629,"41,23",13/04/2018,09:00
TELEFONICA,"8,1780","-0,15","8,1990","8,1750",211.149,"1.730,84",13/04/2018,09:02
VISCOFAN,"55,4000","0,18","55,4000","55,3000",281,"15,54",13/04/2018,09:00
IBEX 35,"9.754,60","0,08","9.764,60","9.748,70",,,13/04/2018,09:03
ABERTIS,"18,3000","0,52","18,3100","18,2800",219.780,"4.018,79",13/04/2018,09:01
ACCIONA,"66,8600","0,06","66,9600","66,8600",1.388,"92,84",13/04/2018,09:02
ACERINOX,"11,6700","0,04","11,7100","11,6650",10.327,"120,71",13/04/2018,09:03
ACS,"33,1700","0,18","33,2500","33,0800",9.685,"320,69",13/04/2018,09:03
AENA,"170,3000","0,35","170,3000","170,0000",2.297,"390,70",13/04/2018,09:00
AMADEUS,"61,4000","-0,20","61,6800","61,4000",19.351,"1.192,71",13/04/2018,09:03
ARCELORMIT.,"26,7500","1,87","26,7900","26,4700",25.569,"680,15",13/04/2018,09:03
BA.SABADELL,"1,7635","-0,93","1,7790","1,7635",432.747,"768,70",13/04/2018,09:03
BA.SANTANDER,"5,3560","0,24","5,3620","5,3480",696.963,"3.733,42",13/04/2018,09:03
BANKIA,"3,7020","0,03","3,7100","3,7020",37.263,"138,13",13/04/2018,09:03
BANKINTER,"8,3700","-0,36","8,4000","8,3700",15.893,"133,36",13/04/2018,09:01
BBVA,"6,3430","0,22","6,3530","6,3380",324.983,"2.064,27",13/04/2018,09:03
CAIXABANK,"3,9360","-0,10","3,9510","3,9340",261.295,"1.030,57",13/04/2018,09:03
CELLNEX,"23,4900","0,13","23,5300","23,4700",17.232,"405,32",13/04/2018,09:03
DIA,"3,5030","-0,20","3,5030","3,4870",164.489,"574,25",13/04/2018,09:03
ENAGAS,"22,8000","-0,44","22,8600","22,8000",8.432,"192,63",13/04/2018,09:03
ENDESA,"17,9450","-0,50","18,0150","17,9450",11.150,"200,77",13/04/2018,09:02
FERROVIAL,"17,1600","0,47","17,1600","17,1450",28.422,"487,30",13/04/2018,09:03
GAS NATURAL,"19,8650","-0,10","19,9400","19,8650",9.881,"196,29",13/04/2018,09:00
GRIFOLS CL.A,"23,2600","0,30","23,2600","23,2100",7.061,"163,89",13/04/2018,09:00
IAG,"7,1200","1,40","7,1200","7,0880",55.237,"392,23",13/04/2018,09:03
IBERDROLA,"6,1560","0,03","6,1680","6,1440",354.463,"2.185,00",13/04/2018,09:03
INDITEX,"24,9600","-0,87","25,1600","24,9400",233.082,"5.844,78",13/04/2018,09:03
INDRA A,"11,1600","-0,62","11,2200","11,1600",1.572,"17,64",13/04/2018,09:00
INM.COLONIAL,"9,2400","0,43","9,2500","9,2250",139.342,"1.288,83",13/04/2018,09:01
MAPFRE,"2,7700","0,04","2,7810","2,7700",71.796,"199,10",13/04/2018,09:03
MEDIASET,"8,1540","0,30","8,1580","8,1540",32.617,"266,02",13/04/2018,09:01
MELIA HOTELS,"11,5100","0,17","11,5300","11,5100",4.630,"53,37",13/04/2018,09:02
MERLIN,"12,4300","-0,48","12,5250","12,4300",104.955,"1.313,42",13/04/2018,09:02
R.E.C.,"16,5850","0,00","16,6150","16,5850",12.747,"211,49",13/04/2018,09:03
REPSOL,"15,6000","0,48","15,6000","15,5250",111.539,"1.735,18",13/04/2018,09:03
SIEMENS GAME,"13,2750","0,11","13,3350","13,2750",18.186,"242,21",13/04/2018,09:01
TEC.REUNIDAS,"25,1200","-0,04","25,3100","25,1200",1.629,"41,23",13/04/2018,09:00
TELEFONICA,"8,1950","0,06","8,1990","8,1750",224.923,"1.843,67",13/04/2018,09:03
VISCOFAN,"55,4000","0,18","55,4000","55,3000",281,"15,54",13/04/2018,09:00
IBEX 35,"9.752,90","0,06","9.764,60","9.748,70",,,13/04/2018,09:04
ABERTIS,"18,3050","0,55","18,3100","18,2800",221.132,"4.043,54",13/04/2018,09:04
ACCIONA,"67,0400","0,33","67,0400","66,8600",1.695,"113,40",13/04/2018,09:03
ACERINOX,"11,6700","0,04","11,7100","11,6650",10.327,"120,71",13/04/2018,09:03
ACS,"33,1700","0,18","33,2500","33,0800",9.685,"320,69",13/04/2018,09:03
AENA,"170,7500","0,62","170,7500","170,0000",2.332,"396,68",13/04/2018,09:03
AMADEUS,"61,3800","-0,23","61,6800","61,3800",19.468,"1.199,90",13/04/2018,09:04
ARCELORMIT.,"26,7950","2,04","26,7950","26,4700",26.124,"695,02",13/04/2018,09:04
BA.SABADELL,"1,7630","-0,96","1,7790","1,7630",452.723,"803,96",13/04/2018,09:04
BA.SANTANDER,"5,3560","0,24","5,3620","5,3480",696.963,"3.733,42",13/04/2018,09:03
BANKIA,"3,7100","0,24","3,7100","3,7020",46.263,"171,52",13/04/2018,09:03
BANKINTER,"8,3800","-0,24","8,4000","8,3700",21.290,"178,61",13/04/2018,09:04
BBVA,"6,3500","0,33","6,3530","6,3380",336.248,"2.135,79",13/04/2018,09:04
CAIXABANK,"3,9380","-0,05","3,9510","3,9340",266.412,"1.050,72",13/04/2018,09:04
CELLNEX,"23,4900","0,13","23,5300","23,4700",17.232,"405,32",13/04/2018,09:03
DIA,"3,4980","-0,34","3,5030","3,4870",173.614,"606,17",13/04/2018,09:04
ENAGAS,"22,7900","-0,48","22,8600","22,7900",8.475,"193,61",13/04/2018,09:04
ENDESA,"17,9450","-0,50","18,0150","17,9450",11.150,"200,77",13/04/2018,09:02
FERROVIAL,"17,1500","0,41","17,1650","17,1450",31.686,"543,28",13/04/2018,09:04
GAS NATURAL,"19,8650","-0,10","19,9400","19,8650",9.881,"196,29",13/04/2018,09:00
GRIFOLS CL.A,"23,2600","0,30","23,2600","23,2100",7.061,"163,89",13/04/2018,09:00
IAG,"7,1400","1,68","7,1400","7,0880",68.921,"489,80",13/04/2018,09:04
IBERDROLA,"6,1540","0,00","6,1680","6,1440",360.780,"2.223,87",13/04/2018,09:04
INDITEX,"24,9200","-1,03","25,1600","24,9000",310.064,"7.762,12",13/04/2018,09:04
INDRA A,"11,1600","-0,62","11,2200","11,1600",1.572,"17,64",13/04/2018,09:00
INM.COLONIAL,"9,2350","0,38","9,2500","9,2250",140.568,"1.300,17",13/04/2018,09:04
MAPFRE,"2,7700","0,04","2,7810","2,7700",71.796,"199,10",13/04/2018,09:03
MEDIASET,"8,1280","-0,02","8,1580","8,1280",33.096,"269,92",13/04/2018,09:04
MELIA HOTELS,"11,5100","0,17","11,5300","11,5100",4.630,"53,37",13/04/2018,09:02
MERLIN,"12,4350","-0,44","12,5250","12,4200",107.474,"1.344,74",13/04/2018,09:04
R.E.C.,"16,5850","0,00","16,6150","16,5850",12.747,"211,49",13/04/2018,09:03
REPSOL,"15,5900","0,42","15,6000","15,5250",112.371,"1.748,15",13/04/2018,09:04
SIEMENS GAME,"13,2800","0,15","13,3350","13,2750",22.394,"298,22",13/04/2018,09:04
TEC.REUNIDAS,"25,1200","-0,04","25,3100","25,1200",1.629,"41,23",13/04/2018,09:00
TELEFONICA,"8,1890","-0,01","8,1990","8,1750",227.981,"1.868,72",13/04/2018,09:04
VISCOFAN,"55,4000","0,18","55,4000","55,3000",281,"15,54",13/04/2018,09:00
IBEX 35,"9.752,20","0,05","9.764,60","9.748,70",,,13/04/2018,09:05
ABERTIS,"18,3000","0,52","18,3100","18,2800",251.860,"4.605,90",13/04/2018,09:05
ACCIONA,"67,0400","0,33","67,0400","66,8600",1.695,"113,40",13/04/2018,09:03
ACERINOX,"11,6700","0,04","11,7100","11,6650",10.327,"120,71",13/04/2018,09:03
ACS,"33,1800","0,21","33,2500","33,0800",14.124,"467,89",13/04/2018,09:05
AENA,"170,2000","0,29","170,7500","170,0000",2.527,"429,88",13/04/2018,09:05
AMADEUS,"61,3600","-0,26","61,6800","61,3600",21.516,"1.325,60",13/04/2018,09:05
ARCELORMIT.,"26,7850","2,00","26,7950","26,4700",27.924,"743,22",13/04/2018,09:05
BA.SABADELL,"1,7630","-0,96","1,7790","1,7630",452.723,"803,96",13/04/2018,09:04
BA.SANTANDER,"5,3500","0,13","5,3620","5,3480",704.697,"3.774,84",13/04/2018,09:05
BANKIA,"3,7070","0,16","3,7100","3,7020",48.406,"179,47",13/04/2018,09:05
BANKINTER,"8,3840","-0,19","8,4000","8,3700",21.858,"183,38",13/04/2018,09:05
BBVA,"6,3430","0,22","6,3530","6,3380",338.858,"2.152,35",13/04/2018,09:05
CAIXABANK,"3,9360","-0,10","3,9510","3,9340",297.145,"1.171,70",13/04/2018,09:05
CELLNEX,"23,4900","0,13","23,5300","23,4700",17.232,"405,32",13/04/2018,09:03
DIA,"3,5020","-0,23","3,5030","3,4870",173.814,"606,87",13/04/2018,09:05
ENAGAS,"22,8100","-0,39","22,8600","22,7800",10.417,"237,87",13/04/2018,09:05
ENDESA,"17,9550","-0,44","18,0150","17,9450",12.150,"218,73",13/04/2018,09:05
FERROVIAL,"17,1950","0,67","17,2200","17,1450",45.867,"787,12",13/04/2018,09:05
GAS NATURAL,"19,9100","0,13","19,9400","19,8650",10.680,"212,20",13/04/2018,09:05
GRIFOLS CL.A,"23,2600","0,30","23,2600","23,2100",7.061,"163,89",13/04/2018,09:00
IAG,"7,1400","1,68","7,1400","7,0880",68.921,"489,80",13/04/2018,09:04
IBERDROLA,"6,1600","0,10","6,1680","6,1440",376.429,"2.320,19",13/04/2018,09:05
INDITEX,"24,9400","-0,95","25,1600","24,9000",316.256,"7.916,52",13/04/2018,09:05
INDRA A,"11,1600","-0,62","11,2200","11,1600",1.572,"17,64",13/04/2018,09:00
INM.COLONIAL,"9,2600","0,65","9,2650","9,2250",144.492,"1.336,51",13/04/2018,09:05
MAPFRE,"2,7700","0,04","2,7810","2,7700",71.796,"199,10",13/04/2018,09:03
MEDIASET,"8,1300","0,00","8,1580","8,1140",37.577,"306,33",13/04/2018,09:05
MELIA HOTELS,"11,5100","0,17","11,5300","11,5100",4.630,"53,37",13/04/2018,09:02
MERLIN,"12,4500","-0,32","12,5250","12,4200",108.047,"1.351,87",13/04/2018,09:04
R.E.C.,"16,5950","0,06","16,6150","16,5850",13.607,"225,76",13/04/2018,09:05
REPSOL,"15,5900","0,42","15,6000","15,5250",115.049,"1.789,90",13/04/2018,09:05
SIEMENS GAME,"13,2400","-0,15","13,3350","13,2400",34.157,"454,13",13/04/2018,09:05
TEC.REUNIDAS,"25,1200","-0,04","25,3100","25,1200",1.629,"41,23",13/04/2018,09:00
TELEFONICA,"8,1860","-0,05","8,1990","8,1750",231.563,"1.898,04",13/04/2018,09:05
VISCOFAN,"55,4000","0,18","55,4000","55,3000",281,"15,54",13/04/2018,09:00
IBEX 35,"9.755,00","0,08","9.764,60","9.748,70",,,13/04/2018,09:06
ABERTIS,"18,2950","0,49","18,3100","18,2800",253.344,"4.633,05",13/04/2018,09:05
ACCIONA,"67,0400","0,33","67,0400","66,8600",1.695,"113,40",13/04/2018,09:03
ACERINOX,"11,6650","0,00","11,7100","11,6650",11.367,"132,85",13/04/2018,09:06
ACS,"33,1800","0,21","33,2500","33,0800",14.124,"467,89",13/04/2018,09:05
AENA,"170,2000","0,29","170,7500","170,0000",2.686,"456,94",13/04/2018,09:06
AMADEUS,"61,3200","-0,33","61,6800","61,3200",29.380,"1.808,26",13/04/2018,09:06
ARCELORMIT.,"26,7000","1,68","26,7950","26,4700",28.199,"750,56",13/04/2018,09:06
BA.SABADELL,"1,7670","-0,73","1,7790","1,7630",453.298,"804,98",13/04/2018,09:06
BA.SANTANDER,"5,3500","0,13","5,3620","5,3480",715.089,"3.830,44",13/04/2018,09:06
BANKIA,"3,7110","0,27","3,7110","3,7020",49.206,"182,44",13/04/2018,09:06
BANKINTER,"8,3760","-0,29","8,4000","8,3700",25.790,"216,32",13/04/2018,09:06
BBVA,"6,3430","0,22","6,3530","6,3380",347.539,"2.207,41",13/04/2018,09:06
CAIXABANK,"3,9370","-0,08","3,9510","3,9330",340.423,"1.341,98",13/04/2018,09:06
CELLNEX,"23,5000","0,17","23,5300","23,4700",17.818,"419,09",13/04/2018,09:06
DIA,"3,5020","-0,23","3,5030","3,4870",173.814,"606,87",13/04/2018,09:05
ENAGAS,"22,8200","-0,35","22,8600","22,7800",10.735,"245,13",13/04/2018,09:06
ENDESA,"18,0050","-0,17","18,0150","17,9450",13.689,"246,42",13/04/2018,09:06
FERROVIAL,"17,2450","0,97","17,2600","17,1450",54.291,"932,28",13/04/2018,09:06
GAS NATURAL,"19,9400","0,28","19,9400","19,8650",14.245,"283,22",13/04/2018,09:06
GRIFOLS CL.A,"23,2600","0,30","23,2600","23,2100",7.061,"163,89",13/04/2018,09:00
IAG,"7,1440","1,74","7,1440","7,0880",73.119,"519,77",13/04/2018,09:06
IBERDROLA,"6,1540","0,00","6,1680","6,1440",393.623,"2.426,02",13/04/2018,09:06
INDITEX,"24,9700","-0,83","25,1600","24,9000",320.134,"8.013,32",13/04/2018,09:06
INDRA A,"11,1600","-0,62","11,2200","11,1600",1.572,"17,64",13/04/2018,09:00
INM.COLONIAL,"9,2450","0,49","9,2650","9,2250",146.837,"1.358,19",13/04/2018,09:06
MAPFRE,"2,7760","0,25","2,7810","2,7700",71.809,"199,14",13/04/2018,09:05
MEDIASET,"8,1300","0,00","8,1580","8,1140",37.577,"306,33",13/04/2018,09:05
MELIA HOTELS,"11,5100","0,17","11,5300","11,5100",4.630,"53,37",13/04/2018,09:02
MERLIN,"12,4400","-0,40","12,5250","12,4200",110.452,"1.381,79",13/04/2018,09:06
R.E.C.,"16,6150","0,18","16,6150","16,5850",15.177,"251,85",13/04/2018,09:06
REPSOL,"15,5750","0,32","15,6000","15,5250",119.244,"1.855,26",13/04/2018,09:06
SIEMENS GAME,"13,2500","-0,08","13,3350","13,2350",43.107,"572,73",13/04/2018,09:06
TEC.REUNIDAS,"25,1200","-0,04","25,3100","25,1200",1.629,"41,23",13/04/2018,09:00
