Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.118,"2.920,09",11/04/2018,10:51
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7080","0,89","1,7100","1,6800",1.051.994,"1.788,40",11/04/2018,10:51
BA.SANTANDER,"5,3610","0,22","5,3650","5,3260",2.275.147,"12.159,92",11/04/2018,10:51
BANKIA,"3,7450","0,62","3,7480","3,7120",869.243,"3.250,63",11/04/2018,10:51
BANKINTER,"8,4240","0,14","8,4320","8,3900",100.904,"848,49",11/04/2018,10:50
BBVA,"6,4150","-0,09","6,4220","6,3900",61.769.963,"396.354,78",11/04/2018,10:51
CAIXABANK,"3,9170","0,41","3,9270","3,9020",1.414.214,"5.538,85",11/04/2018,10:51
CELLNEX,"23,2800","1,57","23,2900","22,8600",213.717,"4.941,61",11/04/2018,10:51
DIA,"3,5260","0,03","3,5900","3,5190",945.592,"3.361,58",11/04/2018,10:50
ENAGAS,"22,7900","0,40","22,8100","22,7000",73.692,"1.676,78",11/04/2018,10:49
ENDESA,"18,0150","-0,08","18,0400","17,9250",125.608,"2.259,08",11/04/2018,10:50
FERROVIAL,"17,4050","-0,06","17,4350","17,3400",128.251,"2.228,47",11/04/2018,10:49
GAS NATURAL,"19,7950","0,23","19,8000","19,6950",51.228,"1.011,97",11/04/2018,10:51
GRIFOLS CL.A,"23,4000","1,21","23,4200","23,0300",79.864,"1.861,44",11/04/2018,10:49
IAG,"7,1900","-0,17","7,2220","7,1700",222.471,"1.601,36",11/04/2018,10:49
IBERDROLA,"6,1420","1,89","6,1600","6,0340",2.663.450,"16.248,87",11/04/2018,10:51
INDITEX,"25,5000","-0,58","25,7200","25,4300",414.747,"10.588,95",11/04/2018,10:51
INDRA A,"11,2100","0,18","11,2800","11,1400",45.446,"509,98",11/04/2018,10:45
INM.COLONIAL,"9,2050","-2,39","9,4000","9,0800",654.862,"6.045,81",11/04/2018,10:51
MAPFRE,"2,7410","-0,04","2,7420","2,7260",215.312,"588,74",11/04/2018,10:50
MEDIASET,"8,1840","0,37","8,1940","8,1320",176.737,"1.443,15",11/04/2018,10:51
MELIA HOTELS,"11,5600","0,78","11,5800","11,4500",102.724,"1.184,53",11/04/2018,10:43
MERLIN,"12,3600","0,28","12,3600","12,3000",41.192,"508,15",11/04/2018,10:49
R.E.C.,"16,4100","0,43","16,4250","16,3000",172.130,"2.819,15",11/04/2018,10:49
REPSOL,"15,3500","0,36","15,3650","15,1950",716.360,"10.965,61",11/04/2018,10:51
SIEMENS GAME,"13,5400","-1,02","13,7000","13,5150",257.334,"3.491,71",11/04/2018,10:51
TEC.REUNIDAS,"25,4000","1,03","25,4900","25,2300",64.463,"1.633,18",11/04/2018,10:51
TELEFONICA,"8,2290","0,40","8,2490","8,1990",1.446.504,"11.893,60",11/04/2018,10:51
VISCOFAN,"55,5000","-0,80","55,8000","55,2500",19.201,"1.065,82",11/04/2018,10:49
IBEX 35,"9.781,60","0,19","9.786,30","9.738,00",,,11/04/2018,10:52
ABERTIS,"18,2350","0,14","18,2350","18,2050",347.951,"6.338,83",11/04/2018,10:51
ACCIONA,"66,9400","0,97","67,3000","66,1000",40.276,"2.694,64",11/04/2018,10:50
ACERINOX,"11,6050","0,83","11,6050","11,4350",140.197,"1.617,21",11/04/2018,10:49
ACS,"33,2000","0,15","33,3000","33,0900",89.605,"2.976,63",11/04/2018,10:52
AENA,"171,3500","0,73","171,8000","169,8500",11.936,"2.041,40",11/04/2018,10:52
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.118,"2.920,09",11/04/2018,10:51
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7090","0,95","1,7100","1,6800",1.060.360,"1.802,70",11/04/2018,10:52
BA.SANTANDER,"5,3630","0,26","5,3650","5,3260",2.283.015,"12.202,13",11/04/2018,10:52
BANKIA,"3,7430","0,56","3,7480","3,7120",871.502,"3.259,09",11/04/2018,10:52
BANKINTER,"8,4240","0,14","8,4320","8,3900",100.904,"848,49",11/04/2018,10:50
BBVA,"6,4160","-0,08","6,4220","6,3900",61.778.133,"396.407,22",11/04/2018,10:52
CAIXABANK,"3,9190","0,46","3,9270","3,9020",1.418.912,"5.557,25",11/04/2018,10:52
CELLNEX,"23,3200","1,75","23,3200","22,8600",223.834,"5.177,35",11/04/2018,10:52
DIA,"3,5240","-0,03","3,5900","3,5190",948.401,"3.371,48",11/04/2018,10:52
ENAGAS,"22,7900","0,40","22,8100","22,7000",74.092,"1.685,89",11/04/2018,10:52
ENDESA,"18,0100","-0,11","18,0400","17,9250",126.008,"2.266,28",11/04/2018,10:52
FERROVIAL,"17,4050","-0,06","17,4350","17,3400",128.251,"2.228,47",11/04/2018,10:49
GAS NATURAL,"19,7900","0,20","19,8000","19,6950",51.708,"1.021,47",11/04/2018,10:52
GRIFOLS CL.A,"23,3900","1,17","23,4200","23,0300",80.364,"1.873,13",11/04/2018,10:52
IAG,"7,1880","-0,19","7,2220","7,1700",225.416,"1.622,53",11/04/2018,10:52
IBERDROLA,"6,1420","1,89","6,1600","6,0340",2.663.450,"16.248,87",11/04/2018,10:51
INDITEX,"25,5000","-0,58","25,7200","25,4300",416.096,"10.623,35",11/04/2018,10:52
INDRA A,"11,2100","0,18","11,2800","11,1400",45.532,"510,94",11/04/2018,10:52
INM.COLONIAL,"9,2050","-2,39","9,4000","9,0800",655.683,"6.053,37",11/04/2018,10:52
MAPFRE,"2,7400","-0,07","2,7420","2,7260",215.335,"588,80",11/04/2018,10:51
MEDIASET,"8,1860","0,39","8,1940","8,1320",177.252,"1.447,37",11/04/2018,10:52
MELIA HOTELS,"11,5600","0,78","11,5800","11,4500",102.724,"1.184,53",11/04/2018,10:43
MERLIN,"12,3600","0,28","12,3600","12,3000",41.192,"508,15",11/04/2018,10:49
R.E.C.,"16,4100","0,43","16,4250","16,3000",172.130,"2.819,15",11/04/2018,10:49
REPSOL,"15,3450","0,33","15,3650","15,1950",717.621,"10.984,97",11/04/2018,10:51
SIEMENS GAME,"13,5600","-0,88","13,7000","13,5150",259.283,"3.518,12",11/04/2018,10:52
TEC.REUNIDAS,"25,4000","1,03","25,4900","25,2300",64.463,"1.633,18",11/04/2018,10:51
TELEFONICA,"8,2280","0,39","8,2490","8,1990",1.455.060,"11.964,01",11/04/2018,10:52
VISCOFAN,"55,5000","-0,80","55,8000","55,2500",19.201,"1.065,82",11/04/2018,10:49
IBEX 35,"9.781,30","0,18","9.786,30","9.738,00",,,11/04/2018,10:53
ABERTIS,"18,2350","0,14","18,2350","18,2050",348.068,"6.340,97",11/04/2018,10:53
ACCIONA,"66,8800","0,87","67,3000","66,1000",40.748,"2.726,21",11/04/2018,10:53
ACERINOX,"11,6100","0,87","11,6100","11,4350",140.881,"1.625,15",11/04/2018,10:53
ACS,"33,1800","0,09","33,3000","33,0900",89.797,"2.983,00",11/04/2018,10:53
AENA,"171,3500","0,73","171,8000","169,8500",12.078,"2.065,74",11/04/2018,10:53
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.582,"2.948,84",11/04/2018,10:52
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7090","0,95","1,7100","1,6800",1.060.360,"1.802,70",11/04/2018,10:52
BA.SANTANDER,"5,3630","0,26","5,3650","5,3260",2.320.724,"12.404,40",11/04/2018,10:53
BANKIA,"3,7440","0,59","3,7480","3,7120",872.552,"3.263,02",11/04/2018,10:53
BANKINTER,"8,4240","0,14","8,4320","8,3900",100.904,"848,49",11/04/2018,10:50
BBVA,"6,4170","-0,06","6,4220","6,3900",61.805.009,"396.579,65",11/04/2018,10:53
CAIXABANK,"3,9170","0,41","3,9270","3,9020",1.432.745,"5.611,44",11/04/2018,10:53
CELLNEX,"23,3200","1,75","23,3200","22,8600",223.834,"5.177,35",11/04/2018,10:52
DIA,"3,5240","-0,03","3,5900","3,5190",948.401,"3.371,48",11/04/2018,10:52
ENAGAS,"22,7900","0,40","22,8100","22,7000",74.179,"1.687,87",11/04/2018,10:53
ENDESA,"18,0100","-0,11","18,0400","17,9250",126.008,"2.266,28",11/04/2018,10:52
FERROVIAL,"17,4000","-0,09","17,4350","17,3400",128.259,"2.228,61",11/04/2018,10:53
GAS NATURAL,"19,7900","0,20","19,8000","19,6950",51.708,"1.021,47",11/04/2018,10:52
GRIFOLS CL.A,"23,4300","1,34","23,4300","23,0300",84.061,"1.959,68",11/04/2018,10:52
IAG,"7,1860","-0,22","7,2220","7,1700",225.960,"1.626,44",11/04/2018,10:53
IBERDROLA,"6,1420","1,89","6,1600","6,0340",2.685.438,"16.383,92",11/04/2018,10:53
INDITEX,"25,5000","-0,58","25,7200","25,4300",417.352,"10.655,37",11/04/2018,10:53
INDRA A,"11,2100","0,18","11,2800","11,1400",45.532,"510,94",11/04/2018,10:52
INM.COLONIAL,"9,2050","-2,39","9,4000","9,0800",655.683,"6.053,37",11/04/2018,10:52
MAPFRE,"2,7400","-0,07","2,7420","2,7260",216.745,"592,67",11/04/2018,10:53
MEDIASET,"8,1840","0,37","8,1940","8,1320",193.608,"1.581,27",11/04/2018,10:53
MELIA HOTELS,"11,5600","0,78","11,5800","11,4500",102.724,"1.184,53",11/04/2018,10:43
MERLIN,"12,3600","0,28","12,3600","12,3000",41.338,"509,96",11/04/2018,10:53
R.E.C.,"16,4100","0,43","16,4250","16,3000",172.130,"2.819,15",11/04/2018,10:49
REPSOL,"15,3450","0,33","15,3650","15,1950",717.621,"10.984,97",11/04/2018,10:51
SIEMENS GAME,"13,5850","-0,69","13,7000","13,5150",261.514,"3.548,42",11/04/2018,10:53
TEC.REUNIDAS,"25,4000","1,03","25,4900","25,2300",64.463,"1.633,18",11/04/2018,10:51
TELEFONICA,"8,2220","0,32","8,2490","8,1990",1.477.292,"12.146,90",11/04/2018,10:53
VISCOFAN,"55,5000","-0,80","55,8000","55,2500",19.201,"1.065,82",11/04/2018,10:49
IBEX 35,"9.778,40","0,15","9.786,30","9.738,00",,,11/04/2018,10:54
ABERTIS,"18,2350","0,14","18,2350","18,2050",348.068,"6.340,97",11/04/2018,10:53
ACCIONA,"66,8800","0,87","67,3000","66,1000",40.748,"2.726,21",11/04/2018,10:53
ACERINOX,"11,6150","0,91","11,6150","11,4350",141.306,"1.630,09",11/04/2018,10:54
ACS,"33,1800","0,09","33,3000","33,0900",89.797,"2.983,00",11/04/2018,10:53
AENA,"171,3000","0,71","171,8000","169,8500",12.108,"2.070,88",11/04/2018,10:54
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.582,"2.948,84",11/04/2018,10:52
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7085","0,92","1,7100","1,6800",1.067.383,"1.814,70",11/04/2018,10:54
BA.SANTANDER,"5,3610","0,22","5,3650","5,3260",2.330.380,"12.456,18",11/04/2018,10:54
BANKIA,"3,7440","0,59","3,7480","3,7120",873.888,"3.268,03",11/04/2018,10:54
BANKINTER,"8,4260","0,17","8,4320","8,3900",102.500,"861,94",11/04/2018,10:54
BBVA,"6,4140","-0,11","6,4220","6,3900",61.830.137,"396.740,84",11/04/2018,10:54
CAIXABANK,"3,9160","0,38","3,9270","3,9020",1.434.569,"5.618,58",11/04/2018,10:54
CELLNEX,"23,3000","1,66","23,3200","22,8600",228.338,"5.282,33",11/04/2018,10:54
DIA,"3,5240","-0,03","3,5900","3,5190",948.401,"3.371,48",11/04/2018,10:52
ENAGAS,"22,7900","0,40","22,8100","22,7000",74.258,"1.689,67",11/04/2018,10:54
ENDESA,"18,0250","-0,03","18,0400","17,9250",126.343,"2.272,32",11/04/2018,10:54
FERROVIAL,"17,4000","-0,09","17,4350","17,3400",128.826,"2.238,48",11/04/2018,10:53
GAS NATURAL,"19,7850","0,18","19,8000","19,6950",52.855,"1.044,16",11/04/2018,10:54
GRIFOLS CL.A,"23,4200","1,30","23,4300","23,0300",84.514,"1.970,29",11/04/2018,10:53
IAG,"7,1860","-0,22","7,2220","7,1700",229.671,"1.653,11",11/04/2018,10:54
IBERDROLA,"6,1400","1,86","6,1600","6,0340",2.726.011,"16.633,06",11/04/2018,10:54
INDITEX,"25,4800","-0,66","25,7200","25,4300",420.745,"10.741,86",11/04/2018,10:54
INDRA A,"11,2100","0,18","11,2800","11,1400",45.532,"510,94",11/04/2018,10:52
INM.COLONIAL,"9,2100","-2,33","9,4000","9,0800",655.756,"6.054,04",11/04/2018,10:54
MAPFRE,"2,7380","-0,15","2,7420","2,7260",222.884,"609,48",11/04/2018,10:54
MEDIASET,"8,1840","0,37","8,1940","8,1320",193.608,"1.581,27",11/04/2018,10:53
MELIA HOTELS,"11,5500","0,70","11,5800","11,4500",105.224,"1.213,41",11/04/2018,10:54
MERLIN,"12,3650","0,32","12,3650","12,3000",42.157,"520,09",11/04/2018,10:54
R.E.C.,"16,4100","0,43","16,4250","16,3000",173.257,"2.837,64",11/04/2018,10:54
REPSOL,"15,3350","0,26","15,3650","15,1950",726.212,"11.116,71",11/04/2018,10:54
SIEMENS GAME,"13,5650","-0,84","13,7000","13,5150",265.634,"3.604,33",11/04/2018,10:54
TEC.REUNIDAS,"25,3800","0,95","25,4900","25,2300",64.627,"1.637,34",11/04/2018,10:54
TELEFONICA,"8,2190","0,28","8,2490","8,1990",1.486.563,"12.223,10",11/04/2018,10:54
VISCOFAN,"55,4500","-0,89","55,8000","55,2500",19.314,"1.072,09",11/04/2018,10:54
IBEX 35,"9.778,50","0,15","9.786,30","9.738,00",,,11/04/2018,10:55
ABERTIS,"18,2350","0,14","18,2350","18,2050",351.061,"6.395,54",11/04/2018,10:55
ACCIONA,"66,8800","0,87","67,3000","66,1000",40.748,"2.726,21",11/04/2018,10:53
ACERINOX,"11,6150","0,91","11,6150","11,4350",141.306,"1.630,09",11/04/2018,10:54
ACS,"33,1800","0,09","33,3000","33,0900",89.797,"2.983,00",11/04/2018,10:53
AENA,"171,2500","0,68","171,8000","169,8500",12.115,"2.072,07",11/04/2018,10:55
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.582,"2.948,84",11/04/2018,10:52
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7085","0,92","1,7100","1,6800",1.067.383,"1.814,70",11/04/2018,10:54
BA.SANTANDER,"5,3600","0,21","5,3650","5,3260",2.330.383,"12.456,19",11/04/2018,10:54
BANKIA,"3,7460","0,64","3,7480","3,7120",883.888,"3.305,48",11/04/2018,10:55
BANKINTER,"8,4200","0,10","8,4320","8,3900",103.034,"866,43",11/04/2018,10:55
BBVA,"6,4150","-0,09","6,4220","6,3900",61.840.637,"396.808,19",11/04/2018,10:55
CAIXABANK,"3,9150","0,36","3,9270","3,9020",1.435.247,"5.621,24",11/04/2018,10:55
CELLNEX,"23,3000","1,66","23,3200","22,8600",229.637,"5.312,59",11/04/2018,10:55
DIA,"3,5240","-0,03","3,5900","3,5190",948.401,"3.371,48",11/04/2018,10:52
ENAGAS,"22,7900","0,40","22,8100","22,7000",74.498,"1.695,14",11/04/2018,10:55
ENDESA,"18,0250","-0,03","18,0400","17,9250",127.245,"2.288,57",11/04/2018,10:55
FERROVIAL,"17,4000","-0,09","17,4350","17,3400",128.826,"2.238,48",11/04/2018,10:53
GAS NATURAL,"19,7850","0,18","19,8000","19,6950",52.855,"1.044,16",11/04/2018,10:54
GRIFOLS CL.A,"23,4200","1,30","23,4300","23,0300",84.514,"1.970,29",11/04/2018,10:53
IAG,"7,1860","-0,22","7,2220","7,1700",231.843,"1.668,72",11/04/2018,10:55
IBERDROLA,"6,1400","1,86","6,1600","6,0340",2.742.295,"16.733,04",11/04/2018,10:55
INDITEX,"25,4800","-0,66","25,7200","25,4300",422.089,"10.776,10",11/04/2018,10:54
INDRA A,"11,2100","0,18","11,2800","11,1400",45.532,"510,94",11/04/2018,10:52
INM.COLONIAL,"9,2100","-2,33","9,4000","9,0800",655.756,"6.054,04",11/04/2018,10:54
MAPFRE,"2,7400","-0,07","2,7420","2,7260",224.384,"613,59",11/04/2018,10:55
MEDIASET,"8,1780","0,29","8,1940","8,1320",197.878,"1.616,21",11/04/2018,10:55
MELIA HOTELS,"11,5500","0,70","11,5800","11,4500",105.387,"1.215,29",11/04/2018,10:55
MERLIN,"12,3650","0,32","12,3650","12,3000",42.157,"520,09",11/04/2018,10:54
R.E.C.,"16,4150","0,46","16,4250","16,3000",174.255,"2.854,02",11/04/2018,10:55
REPSOL,"15,3250","0,20","15,3650","15,1950",727.740,"11.140,13",11/04/2018,10:55
SIEMENS GAME,"13,5650","-0,84","13,7000","13,5150",266.163,"3.611,51",11/04/2018,10:54
TEC.REUNIDAS,"25,3800","0,95","25,4900","25,2300",64.627,"1.637,34",11/04/2018,10:54
TELEFONICA,"8,2180","0,27","8,2490","8,1990",1.500.182,"12.335,05",11/04/2018,10:55
VISCOFAN,"55,4500","-0,89","55,8000","55,2500",19.314,"1.072,09",11/04/2018,10:54
IBEX 35,"9.777,80","0,15","9.786,30","9.738,00",,,11/04/2018,10:56
ABERTIS,"18,2400","0,16","18,2400","18,2050",351.423,"6.402,15",11/04/2018,10:55
ACCIONA,"66,8800","0,87","67,3000","66,1000",40.748,"2.726,21",11/04/2018,10:53
ACERINOX,"11,6150","0,91","11,6150","11,4350",141.306,"1.630,09",11/04/2018,10:54
ACS,"33,1500","0,00","33,3000","33,0900",90.099,"2.993,02",11/04/2018,10:56
AENA,"171,3500","0,73","171,8000","169,8500",12.194,"2.085,61",11/04/2018,10:55
AMADEUS,"61,9600","-0,10","62,1200","61,7400",47.582,"2.948,84",11/04/2018,10:52
ARCELORMIT.,"26,4450","0,55","26,4700","26,1200",66.649,"1.753,38",11/04/2018,10:50
BA.SABADELL,"1,7090","0,95","1,7100","1,6800",1.075.536,"1.828,63",11/04/2018,10:56
BA.SANTANDER,"5,3620","0,24","5,3650","5,3260",2.330.784,"12.458,34",11/04/2018,10:56
BANKIA,"3,7450","0,62","3,7480","3,7120",887.081,"3.317,44",11/04/2018,10:55
BANKINTER,"8,4200","0,10","8,4320","8,3900",103.034,"866,43",11/04/2018,10:55
BBVA,"6,4140","-0,11","6,4220","6,3900",61.850.862,"396.873,75",11/04/2018,10:56
CAIXABANK,"3,9140","0,33","3,9270","3,9020",1.439.555,"5.638,10",11/04/2018,10:56
CELLNEX,"23,2800","1,57","23,3200","22,8600",230.429,"5.331,03",11/04/2018,10:55
DIA,"3,5260","0,03","3,5900","3,5190",961.769,"3.418,61",11/04/2018,10:56
ENAGAS,"22,7800","0,35","22,8100","22,7000",75.339,"1.714,30",11/04/2018,10:56
ENDESA,"18,0350","0,03","18,0400","17,9250",127.545,"2.293,99",11/04/2018,10:56
FERROVIAL,"17,4000","-0,09","17,4350","17,3400",128.826,"2.238,48",11/04/2018,10:53
GAS NATURAL,"19,7850","0,18","19,8000","19,6950",52.855,"1.044,16",11/04/2018,10:54
GRIFOLS CL.A,"23,4400","1,38","23,4400","23,0300",86.793,"2.023,69",11/04/2018,10:56
IAG,"7,1880","-0,19","7,2220","7,1700",232.667,"1.674,64",11/04/2018,10:55
IBERDROLA,"6,1380","1,82","6,1600","6,0340",2.752.296,"16.794,43",11/04/2018,10:56
INDITEX,"25,4900","-0,62","25,7200","25,4300",424.027,"10.825,50",11/04/2018,10:56
INDRA A,"11,2100","0,18","11,2800","11,1400",45.532,"510,94",11/04/2018,10:52
INM.COLONIAL,"9,2100","-2,33","9,4000","9,0800",657.355,"6.068,76",11/04/2018,10:56
MAPFRE,"2,7400","-0,07","2,7420","2,7260",224.695,"614,44",11/04/2018,10:56
MEDIASET,"8,1780","0,29","8,1940","8,1320",197.878,"1.616,21",11/04/2018,10:55
MELIA HOTELS,"11,5500","0,70","11,5800","11,4500",105.387,"1.215,29",11/04/2018,10:55
MERLIN,"12,3700","0,37","12,3700","12,3000",42.581,"525,33",11/04/2018,10:56
R.E.C.,"16,4200","0,49","16,4250","16,3000",174.308,"2.854,89",11/04/2018,10:56
REPSOL,"15,3250","0,20","15,3650","15,1950",727.989,"11.143,94",11/04/2018,10:56
SIEMENS GAME,"13,5650","-0,84","13,7000","13,5150",266.163,"3.611,51",11/04/2018,10:54
TEC.REUNIDAS,"25,3800","0,95","25,4900","25,2300",64.761,"1.640,74",11/04/2018,10:56
TELEFONICA,"8,2100","0,17","8,2490","8,1990",1.511.773,"12.430,24",11/04/2018,10:56
VISCOFAN,"55,4500","-0,89","55,8000","55,2500",19.518,"1.083,41",11/04/2018,10:56
IBEX 35,"9.777,30","0,14","9.786,30","9.738,00",,,11/04/2018,10:57
ABERTIS,"18,2400","0,16","18,2400","18,2050",351.423,"6.402,15",11/04/2018,10:55
ACCIONA,"66,8800","0,87","67,3000","66,1000",40.748,"2.726,21",11/04/2018,10:53
ACERINOX,"11,6150","0,91","11,6150","11,4350",141.306,"1.630,09",11/04/2018,10:54
ACS,"33,1500","0,00","33,3000","33,0900",90.843,"3.017,68",11/04/2018,10:57
AENA,"171,3500","0,73","171,8000","169,8500",12.244,"2.094,18",11/04/2018,10:57
AMADEUS,"61,9600","-0,10","62,1200","61,7400",48.166,"2.985,03",11/04/2018,10:57
ARCELORMIT.,"26,4300","0,49","26,4700","26,1200",66.786,"1.757,00",11/04/2018,10:57
BA.SABADELL,"1,7090","0,95","1,7100","1,6800",1.087.716,"1.849,45",11/04/2018,10:57
BA.SANTANDER,"5,3600","0,21","5,3650","5,3260",2.341.633,"12.516,50",11/04/2018,10:57
BANKIA,"3,7460","0,64","3,7480","3,7120",889.849,"3.327,81",11/04/2018,10:57
BANKINTER,"8,4200","0,10","8,4320","8,3900",103.034,"866,43",11/04/2018,10:55
BBVA,"6,4150","-0,09","6,4220","6,3900",61.861.557,"396.942,35",11/04/2018,10:57
CAIXABANK,"3,9140","0,33","3,9270","3,9020",1.439.555,"5.638,10",11/04/2018,10:56
CELLNEX,"23,2600","1,48","23,3200","22,8600",232.382,"5.376,46",11/04/2018,10:57
DIA,"3,5260","0,03","3,5900","3,5190",965.488,"3.431,72",11/04/2018,10:57
ENAGAS,"22,7500","0,22","22,8100","22,7000",80.648,"1.835,14",11/04/2018,10:57
ENDESA,"18,0350","0,03","18,0400","17,9250",127.545,"2.293,99",11/04/2018,10:56
FERROVIAL,"17,4100","-0,03","17,4350","17,3400",129.162,"2.244,33",11/04/2018,10:57
GAS NATURAL,"19,7850","0,18","19,8000","19,6950",52.855,"1.044,16",11/04/2018,10:54
GRIFOLS CL.A,"23,4200","1,30","23,4400","23,0300",90.541,"2.111,49",11/04/2018,10:57
IAG,"7,1860","-0,22","7,2220","7,1700",233.667,"1.681,83",11/04/2018,10:57
IBERDROLA,"6,1400","1,86","6,1600","6,0340",2.783.295,"16.984,75",11/04/2018,10:57
INDITEX,"25,5000","-0,58","25,7200","25,4300",429.254,"10.958,79",11/04/2018,10:57
INDRA A,"11,2000","0,09","11,2800","11,1400",45.632,"512,06",11/04/2018,10:57
INM.COLONIAL,"9,2100","-2,33","9,4000","9,0800",657.695,"6.071,89",11/04/2018,10:57
MAPFRE,"2,7400","-0,07","2,7420","2,7260",226.648,"619,79",11/04/2018,10:57
MEDIASET,"8,1900","0,44","8,1940","8,1320",202.909,"1.657,40",11/04/2018,10:57
MELIA HOTELS,"11,5500","0,70","11,5800","11,4500",107.586,"1.240,69",11/04/2018,10:57
MERLIN,"12,3700","0,37","12,3700","12,3000",42.581,"525,33",11/04/2018,10:56
R.E.C.,"16,4200","0,49","16,4250","16,3000",174.497,"2.858,00",11/04/2018,10:57
REPSOL,"15,3200","0,16","15,3650","15,1950",728.361,"11.149,64",11/04/2018,10:57
SIEMENS GAME,"13,5550","-0,91","13,7000","13,5150",271.492,"3.683,75",11/04/2018,10:57
TEC.REUNIDAS,"25,3800","0,95","25,4900","25,2300",64.761,"1.640,74",11/04/2018,10:56
TELEFONICA,"8,2090","0,16","8,2490","8,1990",1.516.687,"12.470,59",11/04/2018,10:57
VISCOFAN,"55,4500","-0,89","55,8000","55,2500",19.518,"1.083,41",11/04/2018,10:56
IBEX 35,"9.776,00","0,13","9.786,30","9.738,00",,,11/04/2018,10:58
ABERTIS,"18,2400","0,16","18,2400","18,2050",351.830,"6.409,57",11/04/2018,10:58
ACCIONA,"66,8400","0,81","67,3000","66,1000",41.230,"2.758,44",11/04/2018,10:58
ACERINOX,"11,6150","0,91","11,6150","11,4350",141.306,"1.630,09",11/04/2018,10:54
ACS,"33,1500","0,00","33,3000","33,0900",90.843,"3.017,68",11/04/2018,10:57
AENA,"171,3500","0,73","171,8000","169,8500",12.321,"2.107,37",11/04/2018,10:58
AMADEUS,"61,9600","-0,10","62,1200","61,7400",48.166,"2.985,03",11/04/2018,10:57
ARCELORMIT.,"26,4300","0,49","26,4700","26,1200",66.786,"1.757,00",11/04/2018,10:57
BA.SABADELL,"1,7085","0,92","1,7100","1,6800",1.107.592,"1.883,40",11/04/2018,10:58
BA.SANTANDER,"5,3600","0,21","5,3650","5,3260",2.359.685,"12.613,24",11/04/2018,10:58
BANKIA,"3,7400","0,48","3,7480","3,7120",915.182,"3.422,63",11/04/2018,10:58
BANKINTER,"8,4220","0,12","8,4320","8,3900",103.484,"870,22",11/04/2018,10:58
BBVA,"6,4120","-0,14","6,4220","6,3900",61.915.020,"397.285,13",11/04/2018,10:58
CAIXABANK,"3,9120","0,28","3,9270","3,9020",1.447.250,"5.668,21",11/04/2018,10:58
CELLNEX,"23,2600","1,48","23,3200","22,8600",232.382,"5.376,46",11/04/2018,10:57
DIA,"3,5250","0,00","3,5900","3,5190",967.074,"3.437,31",11/04/2018,10:57
ENAGAS,"22,7800","0,35","22,8100","22,7000",81.863,"1.862,81",11/04/2018,10:58
ENDESA,"18,0150","-0,08","18,0400","17,9250",129.040,"2.320,94",11/04/2018,10:58
FERROVIAL,"17,4100","-0,03","17,4350","17,3400",129.162,"2.244,33",11/04/2018,10:57
GAS NATURAL,"19,7800","0,15","19,8000","19,6950",52.917,"1.045,39",11/04/2018,10:58
GRIFOLS CL.A,"23,4100","1,25","23,4400","23,0300",90.877,"2.119,36",11/04/2018,10:58
IAG,"7,1860","-0,22","7,2220","7,1700",233.667,"1.681,83",11/04/2018,10:57
IBERDROLA,"6,1380","1,82","6,1600","6,0340",2.818.466,"17.200,64",11/04/2018,10:58
INDITEX,"25,4900","-0,62","25,7200","25,4300",432.847,"11.050,38",11/04/2018,10:58
INDRA A,"11,2000","0,09","11,2800","11,1400",45.632,"512,06",11/04/2018,10:57
INM.COLONIAL,"9,2100","-2,33","9,4000","9,0800",658.380,"6.078,20",11/04/2018,10:58
MAPFRE,"2,7400","-0,07","2,7420","2,7260",226.648,"619,79",11/04/2018,10:57
MEDIASET,"8,1960","0,52","8,1960","8,1320",204.982,"1.674,39",11/04/2018,10:58
MELIA HOTELS,"11,5500","0,70","11,5800","11,4500",107.586,"1.240,69",11/04/2018,10:57
MERLIN,"12,3750","0,41","12,3750","12,3000",43.581,"537,71",11/04/2018,10:58
R.E.C.,"16,4200","0,49","16,4250","16,3000",174.520,"2.858,37",11/04/2018,10:58
REPSOL,"15,3200","0,16","15,3650","15,1950",745.021,"11.404,87",11/04/2018,10:58
SIEMENS GAME,"13,5400","-1,02","13,7000","13,5150",272.109,"3.692,11",11/04/2018,10:58
TEC.REUNIDAS,"25,3800","0,95","25,4900","25,2300",64.761,"1.640,74",11/04/2018,10:56
TELEFONICA,"8,2100","0,17","8,2490","8,1990",1.537.752,"12.643,54",11/04/2018,10:58
