Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
GAS NATURAL,"19,6950","-0,28","19,7200","19,6950",6.365,"125,38",11/04/2018,09:02
GRIFOLS CL.A,"23,1600","0,17","23,1600","23,0300",4.893,"112,93",11/04/2018,09:02
IAG,"7,1840","-0,25","7,1860","7,1700",34.714,"249,23",11/04/2018,09:03
IBERDROLA,"6,0420","0,23","6,0500","6,0340",311.772,"1.882,40",11/04/2018,09:03
INDITEX,"25,6800","0,12","25,7200","25,6100",45.347,"1.162,97",11/04/2018,09:03
INDRA A,"11,1600","-0,27","11,1700","11,1400",3.004,"33,54",11/04/2018,09:02
INM.COLONIAL,"9,2450","-1,96","9,4000","9,2450",61.338,"571,93",11/04/2018,09:03
MAPFRE,"2,7390","-0,11","2,7400","2,7330",28.064,"76,74",11/04/2018,09:03
MEDIASET,"8,1540","0,00","8,1540","8,1500",6.621,"53,96",11/04/2018,09:01
MELIA HOTELS,"11,4600","-0,09","11,4700","11,4600",8.801,"100,91",11/04/2018,09:02
MERLIN,"12,3450","0,16","12,3450","12,3400",3.175,"39,18",11/04/2018,09:00
R.E.C.,"16,3050","-0,21","16,4100","16,3050",51.491,"843,59",11/04/2018,09:02
REPSOL,"15,2100","-0,56","15,2150","15,1950",33.815,"514,26",11/04/2018,09:03
SIEMENS GAME,"13,5900","-0,66","13,6500","13,5150",31.861,"433,07",11/04/2018,09:03
TEC.REUNIDAS,"25,2300","0,36","25,2300","25,2300",1.435,"36,21",11/04/2018,09:00
TELEFONICA,"8,1990","0,04","8,2230","8,1990",165.653,"1.360,35",11/04/2018,09:03
VISCOFAN,"55,6500","-0,54","55,6500","55,6500",614,"34,17",11/04/2018,09:00
IBEX 35,"9.743,30","-0,21","9.748,30","9.738,00",,,11/04/2018,09:04
ABERTIS,"18,2100","0,00","18,2150","18,2050",41.818,"761,38",11/04/2018,09:03
ACCIONA,"66,3400","0,06","66,3400","66,1000",2.005,"132,91",11/04/2018,09:04
ACERINOX,"11,4550","-0,48","11,4550","11,4350",22.614,"258,85",11/04/2018,09:03
ACS,"33,2100","0,18","33,2900","33,2000",14.778,"491,10",11/04/2018,09:04
AENA,"170,7000","0,35","170,7000","169,8500",2.254,"383,22",11/04/2018,09:04
AMADEUS,"61,8200","-0,32","62,0000","61,7400",9.158,"567,32",11/04/2018,09:04
ARCELORMIT.,"26,2000","-0,38","26,3600","26,2000",13.790,"362,26",11/04/2018,09:03
BA.SABADELL,"1,6840","-0,53","1,6890","1,6800",71.435,"120,52",11/04/2018,09:04
BA.SANTANDER,"5,3370","-0,22","5,3380","5,3260",511.440,"2.726,42",11/04/2018,09:04
BANKIA,"3,7120","-0,27","3,7280","3,7120",26.295,"97,82",11/04/2018,09:03
BANKINTER,"8,4100","-0,02","8,4120","8,3900",18.323,"154,00",11/04/2018,09:02
BBVA,"6,4000","-0,33","6,4170","6,4000",196.275,"1.257,07",11/04/2018,09:04
CAIXABANK,"3,9140","0,33","3,9210","3,9020",225.336,"879,92",11/04/2018,09:04
CELLNEX,"22,9800","0,26","22,9800","22,8600",5.611,"128,89",11/04/2018,09:03
DIA,"3,5250","0,00","3,5330","3,5250",44.185,"155,99",11/04/2018,09:04
ENAGAS,"22,7100","0,04","22,7100","22,7000",5.978,"135,75",11/04/2018,09:01
ENDESA,"17,9700","-0,33","18,0400","17,9700",12.622,"227,67",11/04/2018,09:02
FERROVIAL,"17,3400","-0,43","17,4050","17,3400",8.552,"148,74",11/04/2018,09:04
GAS NATURAL,"19,6950","-0,28","19,7200","19,6950",6.365,"125,38",11/04/2018,09:02
GRIFOLS CL.A,"23,1600","0,17","23,1600","23,0300",4.893,"112,93",11/04/2018,09:02
IAG,"7,1780","-0,33","7,1860","7,1700",40.232,"288,84",11/04/2018,09:04
IBERDROLA,"6,0420","0,23","6,0500","6,0340",313.772,"1.894,49",11/04/2018,09:03
INDITEX,"25,6600","0,04","25,7200","25,6100",46.447,"1.191,18",11/04/2018,09:03
INDRA A,"11,1600","-0,27","11,1700","11,1400",3.004,"33,54",11/04/2018,09:02
INM.COLONIAL,"9,2700","-1,70","9,4000","9,2450",62.038,"578,42",11/04/2018,09:04
MAPFRE,"2,7390","-0,11","2,7400","2,7330",28.064,"76,74",11/04/2018,09:03
MEDIASET,"8,1540","0,00","8,1540","8,1500",6.621,"53,96",11/04/2018,09:01
MELIA HOTELS,"11,4600","-0,09","11,4700","11,4600",8.801,"100,91",11/04/2018,09:02
MERLIN,"12,3450","0,16","12,3450","12,3400",3.175,"39,18",11/04/2018,09:00
R.E.C.,"16,3000","-0,24","16,4100","16,3000",54.579,"893,93",11/04/2018,09:04
REPSOL,"15,2150","-0,52","15,2150","15,1950",37.949,"577,14",11/04/2018,09:04
SIEMENS GAME,"13,5950","-0,62","13,6500","13,5150",32.343,"439,62",11/04/2018,09:03
TEC.REUNIDAS,"25,3600","0,88","25,3600","25,2300",4.612,"116,64",11/04/2018,09:04
TELEFONICA,"8,1990","0,04","8,2230","8,1990",165.803,"1.361,58",11/04/2018,09:03
VISCOFAN,"55,6500","-0,54","55,6500","55,6500",614,"34,17",11/04/2018,09:00
IBEX 35,"9.751,70","-0,12","9.751,80","9.738,00",,,11/04/2018,09:05
ABERTIS,"18,2100","0,00","18,2150","18,2050",43.417,"790,50",11/04/2018,09:05
ACCIONA,"66,3400","0,06","66,3400","66,1000",2.005,"132,91",11/04/2018,09:04
ACERINOX,"11,4500","-0,52","11,4550","11,4350",23.226,"265,86",11/04/2018,09:05
ACS,"33,2300","0,24","33,2900","33,2000",16.004,"531,83",11/04/2018,09:05
AENA,"170,6500","0,32","170,7000","169,8500",2.649,"450,59",11/04/2018,09:05
AMADEUS,"61,8200","-0,32","62,0000","61,7400",9.158,"567,32",11/04/2018,09:04
ARCELORMIT.,"26,2200","-0,30","26,3600","26,2000",14.240,"374,06",11/04/2018,09:05
BA.SABADELL,"1,6840","-0,53","1,6890","1,6800",71.435,"120,52",11/04/2018,09:04
BA.SANTANDER,"5,3380","-0,21","5,3380","5,3260",536.820,"2.861,83",11/04/2018,09:05
BANKIA,"3,7120","-0,27","3,7280","3,7120",26.295,"97,82",11/04/2018,09:03
BANKINTER,"8,4100","-0,02","8,4120","8,3900",18.323,"154,00",11/04/2018,09:02
BBVA,"6,4020","-0,30","6,4170","6,4000",207.229,"1.327,20",11/04/2018,09:05
CAIXABANK,"3,9060","0,13","3,9210","3,9020",294.727,"1.151,09",11/04/2018,09:05
CELLNEX,"23,0200","0,44","23,0300","22,8600",14.243,"327,47",11/04/2018,09:05
DIA,"3,5220","-0,09","3,5330","3,5220",45.471,"160,52",11/04/2018,09:05
ENAGAS,"22,7100","0,04","22,7100","22,7000",5.978,"135,75",11/04/2018,09:01
ENDESA,"17,9700","-0,33","18,0400","17,9700",12.622,"227,67",11/04/2018,09:02
FERROVIAL,"17,3400","-0,43","17,4050","17,3400",8.552,"148,74",11/04/2018,09:04
GAS NATURAL,"19,6950","-0,28","19,7200","19,6950",6.365,"125,38",11/04/2018,09:02
GRIFOLS CL.A,"23,1600","0,17","23,1600","23,0300",4.893,"112,93",11/04/2018,09:02
IAG,"7,1780","-0,33","7,1860","7,1700",40.232,"288,84",11/04/2018,09:04
IBERDROLA,"6,0500","0,36","6,0500","6,0340",329.903,"1.992,01",11/04/2018,09:05
INDITEX,"25,6100","-0,16","25,7200","25,6100",47.758,"1.224,76",11/04/2018,09:05
INDRA A,"11,1600","-0,27","11,1700","11,1400",3.004,"33,54",11/04/2018,09:02
INM.COLONIAL,"9,2850","-1,54","9,4000","9,2450",73.726,"687,08",11/04/2018,09:05
MAPFRE,"2,7390","-0,11","2,7400","2,7330",28.064,"76,74",11/04/2018,09:03
MEDIASET,"8,1540","0,00","8,1540","8,1500",6.621,"53,96",11/04/2018,09:01
MELIA HOTELS,"11,4600","-0,09","11,4700","11,4600",8.801,"100,91",11/04/2018,09:02
MERLIN,"12,3600","0,28","12,3600","12,3400",3.453,"42,62",11/04/2018,09:05
R.E.C.,"16,3550","0,09","16,4100","16,3000",61.294,"1.003,62",11/04/2018,09:05
REPSOL,"15,2250","-0,46","15,2350","15,1950",64.356,"978,84",11/04/2018,09:05
SIEMENS GAME,"13,6750","-0,04","13,7000","13,5150",42.230,"574,80",11/04/2018,09:05
TEC.REUNIDAS,"25,3600","0,88","25,3600","25,2300",4.612,"116,64",11/04/2018,09:04
TELEFONICA,"8,2200","0,29","8,2230","8,1990",181.154,"1.487,62",11/04/2018,09:05
VISCOFAN,"55,5500","-0,71","55,6500","55,5500",825,"45,89",11/04/2018,09:05
IBEX 35,"9.759,60","-0,04","9.759,90","9.738,00",,,11/04/2018,09:06
ABERTIS,"18,2200","0,05","18,2200","18,2050",65.220,"1.187,65",11/04/2018,09:06
ACCIONA,"66,3400","0,06","66,3400","66,1000",2.005,"132,91",11/04/2018,09:04
ACERINOX,"11,4500","-0,52","11,4550","11,4350",25.376,"290,48",11/04/2018,09:06
ACS,"33,2900","0,42","33,2900","33,2000",18.110,"601,87",11/04/2018,09:06
AENA,"170,8500","0,44","170,8500","169,8500",3.153,"536,67",11/04/2018,09:06
AMADEUS,"61,7600","-0,42","62,0000","61,7400",10.916,"675,96",11/04/2018,09:06
ARCELORMIT.,"26,2000","-0,38","26,3600","26,2000",17.249,"452,96",11/04/2018,09:06
BA.SABADELL,"1,6870","-0,35","1,6890","1,6800",72.069,"121,59",11/04/2018,09:05
BA.SANTANDER,"5,3450","-0,07","5,3450","5,3260",606.229,"3.232,53",11/04/2018,09:06
BANKIA,"3,7230","0,03","3,7280","3,7120",46.812,"174,20",11/04/2018,09:06
BANKINTER,"8,4100","-0,02","8,4120","8,3900",18.323,"154,00",11/04/2018,09:02
BBVA,"6,4100","-0,17","6,4170","6,4000",253.618,"1.624,34",11/04/2018,09:06
CAIXABANK,"3,9170","0,41","3,9210","3,9020",309.824,"1.210,13",11/04/2018,09:06
CELLNEX,"23,1200","0,87","23,1200","22,8600",28.242,"649,86",11/04/2018,09:06
DIA,"3,5230","-0,06","3,5330","3,5220",52.131,"183,99",11/04/2018,09:05
ENAGAS,"22,7100","0,04","22,7100","22,7000",5.978,"135,75",11/04/2018,09:01
ENDESA,"18,0200","-0,06","18,0400","17,9700",14.136,"254,94",11/04/2018,09:06
FERROVIAL,"17,3850","-0,17","17,4050","17,3400",11.802,"205,25",11/04/2018,09:05
GAS NATURAL,"19,7150","-0,18","19,7200","19,6950",7.317,"144,15",11/04/2018,09:06
GRIFOLS CL.A,"23,2000","0,35","23,2000","23,0300",6.709,"155,03",11/04/2018,09:06
IAG,"7,1780","-0,33","7,1860","7,1700",42.997,"308,68",11/04/2018,09:06
IBERDROLA,"6,0680","0,66","6,0680","6,0340",371.076,"2.241,71",11/04/2018,09:06
INDITEX,"25,6200","-0,12","25,7200","25,6100",49.456,"1.268,28",11/04/2018,09:06
INDRA A,"11,1600","-0,27","11,1700","11,1400",3.004,"33,54",11/04/2018,09:02
INM.COLONIAL,"9,2700","-1,70","9,4000","9,2450",84.347,"785,59",11/04/2018,09:06
MAPFRE,"2,7420","0,00","2,7420","2,7330",28.814,"78,79",11/04/2018,09:06
MEDIASET,"8,1880","0,42","8,1880","8,1500",7.974,"65,03",11/04/2018,09:06
MELIA HOTELS,"11,4700","0,00","11,4700","11,4600",9.651,"110,66",11/04/2018,09:06
MERLIN,"12,3600","0,28","12,3600","12,3400",4.085,"50,43",11/04/2018,09:05
R.E.C.,"16,4000","0,37","16,4100","16,3000",62.090,"1.016,65",11/04/2018,09:06
REPSOL,"15,2450","-0,33","15,2450","15,1950",69.095,"1.051,08",11/04/2018,09:06
SIEMENS GAME,"13,6550","-0,18","13,7000","13,5150",45.369,"617,72",11/04/2018,09:06
TEC.REUNIDAS,"25,3600","0,88","25,3600","25,2300",5.363,"135,68",11/04/2018,09:06
