Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
GAS NATURAL,"20,0500","0,83","20,0900","19,8650",799.532,"16.006,04",13/04/2018,Cierre
GRIFOLS CL.A,"23,2500","0,26","23,5500","23,1200",1.408.684,"32.738,65",13/04/2018,Cierre
IAG,"7,0600","0,54","7,2400","7,0320",1.822.621,"12.975,03",13/04/2018,Cierre
IBERDROLA,"6,2540","1,62","6,2680","6,1440",19.396.784,"120.715,27",13/04/2018,Cierre
INDITEX,"24,5500","-2,50","25,1600","24,5500",14.473.648,"360.525,24",13/04/2018,Cierre
INDRA A,"11,1200","-0,98","11,2500","11,1200",242.605,"2.709,65",13/04/2018,Cierre
INM.COLONIAL,"9,2500","0,54","9,3300","9,2250",896.535,"8.306,68",13/04/2018,Cierre
MAPFRE,"2,7680","-0,04","2,7840","2,7610",2.386.376,"6.614,81",13/04/2018,Cierre
MEDIASET,"8,1000","-0,37","8,1960","8,0640",928.213,"7.525,69",13/04/2018,Cierre
MELIA HOTELS,"11,5200","0,26","11,6200","11,4900",391.756,"4.524,53",13/04/2018,Cierre
MERLIN,"12,4700","-0,16","12,5250","12,4100",1.340.880,"16.732,92",13/04/2018,Cierre
R.E.C.,"16,5850","0,00","16,6900","16,5600",958.195,"15.916,56",13/04/2018,Cierre
REPSOL,"15,5350","0,06","15,6000","15,3350",4.590.736,"71.075,49",13/04/2018,Cierre
SIEMENS GAME,"13,3000","0,30","13,4800","13,1850",1.733.552,"23.158,76",13/04/2018,Cierre
TEC.REUNIDAS,"24,7800","-1,39","25,3100","24,6500",181.755,"4.518,33",13/04/2018,Cierre
TELEFONICA,"8,1600","-0,37","8,2250","8,1470",9.382.201,"76.762,86",13/04/2018,Cierre
VISCOFAN,"55,7000","0,72","56,1000","55,2000",123.273,"6.871,78",13/04/2018,Cierre
IBEX 35,"9.773,10","0,06","9.775,50","9.768,70",,,16/04/2018,09:00
ABERTIS,"18,2900","-0,05","18,2950","18,2900",123.339,"2.256,19",16/04/2018,09:00
ACCIONA,"68,1600","0,24","68,1600","68,1000",2.284,"155,55",16/04/2018,09:00
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,6500","1,17","33,7600","33,6400",29.549,"994,30",16/04/2018,09:00
AENA,"172,4500","0,32","172,4500","172,0500",2.173,"373,92",16/04/2018,09:00
AMADEUS,"61,7600","0,13","61,7600","61,7600",3.339,"206,22",16/04/2018,09:00
ARCELORMIT.,"26,5250","0,08","26,5250","26,5250",6.472,"171,67",16/04/2018,09:00
BA.SABADELL,"1,7430","0,06","1,7430","1,7420",130.266,"226,94",16/04/2018,09:00
BA.SANTANDER,"5,3750","0,11","5,3750","5,3670",332.044,"1.782,19",16/04/2018,09:00
BANKIA,"3,6750","0,35","3,6750","3,6700",83.264,"305,62",16/04/2018,09:00
BANKINTER,"8,4460","-0,14","8,4460","8,4460",20.196,"170,58",16/04/2018,09:00
BBVA,"6,4200","0,16","6,4200","6,4080",200.686,"1.286,00",16/04/2018,09:00
CAIXABANK,"3,9430","-0,13","3,9560","3,9430",173.491,"685,26",16/04/2018,09:00
CELLNEX,"23,5900","0,17","23,5900","23,5900",3.383,"79,80",16/04/2018,09:00
DIA,"3,5060","-0,09","3,5090","3,5060",20.484,"71,88",16/04/2018,09:00
ENAGAS,"22,8300","0,26","22,8300","22,8100",4.269,"97,38",16/04/2018,09:00
ENDESA,"18,5350","0,24","18,5350","18,4750",25.031,"463,20",16/04/2018,09:01
FERROVIAL,"17,2300","0,06","17,2300","17,2300",14.203,"244,72",16/04/2018,09:00
GAS NATURAL,"19,9300","-0,60","19,9300","19,9300",14.362,"286,23",16/04/2018,09:00
GRIFOLS CL.A,"23,1800","-0,30","23,1800","23,1800",2.085,"48,33",16/04/2018,09:00
IAG,"7,0720","0,17","7,0720","7,0600",16.425,"116,04",16/04/2018,09:00
IBERDROLA,"6,2400","-0,22","6,2420","6,2400",200.205,"1.249,68",16/04/2018,09:00
INDITEX,"24,6500","0,41","24,6500","24,6000",39.844,"980,36",16/04/2018,09:01
INDRA A,"11,1200","0,00","11,1400","11,1200",1.627,"18,11",16/04/2018,09:00
INM.COLONIAL,"9,2500","0,00","9,2500","9,2500",5.899,"54,57",16/04/2018,09:00
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1240","0,30","8,1240","8,1240",10.921,"88,72",16/04/2018,09:00
MELIA HOTELS,"11,5600","0,35","11,5600","11,5600",7.265,"83,98",16/04/2018,09:00
MERLIN,"12,4700","0,00","12,4700","12,4250",34.858,"433,93",16/04/2018,09:01
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,5200","-0,10","15,5350","15,5200",61.537,"955,07",16/04/2018,09:00
SIEMENS GAME,"13,2000","-0,75","13,3500","13,1700",35.760,"473,49",16/04/2018,09:00
TEC.REUNIDAS,"24,7500","-0,12","24,7500","24,6900",1.187,"29,33",16/04/2018,09:00
TELEFONICA,"8,1600","0,00","8,1800","8,1600",91.902,"750,12",16/04/2018,09:01
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.772,80","0,06","9.775,50","9.768,60",,,16/04/2018,09:01
ABERTIS,"18,2800","-0,11","18,2950","18,2800",313.914,"5.741,11",16/04/2018,09:01
ACCIONA,"68,1600","0,24","68,1600","68,1000",2.284,"155,55",16/04/2018,09:00
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,6500","1,17","33,7600","33,6400",29.549,"994,30",16/04/2018,09:00
AENA,"172,4000","0,29","172,4500","172,0500",2.217,"381,51",16/04/2018,09:01
AMADEUS,"61,7600","0,13","61,7600","61,7600",3.339,"206,22",16/04/2018,09:00
ARCELORMIT.,"26,5200","0,06","26,5250","26,5200",6.772,"179,63",16/04/2018,09:01
BA.SABADELL,"1,7405","-0,09","1,7430","1,7360",227.182,"395,58",16/04/2018,09:01
BA.SANTANDER,"5,3750","0,11","5,3750","5,3670",339.646,"1.823,05",16/04/2018,09:01
BANKIA,"3,6750","0,35","3,6750","3,6700",83.264,"305,62",16/04/2018,09:00
BANKINTER,"8,4460","-0,14","8,4460","8,4460",20.196,"170,58",16/04/2018,09:00
BBVA,"6,4000","-0,16","6,4200","6,4000",206.876,"1.325,62",16/04/2018,09:01
CAIXABANK,"3,9430","-0,13","3,9560","3,9430",173.491,"685,26",16/04/2018,09:00
CELLNEX,"23,5900","0,17","23,5900","23,5900",3.383,"79,80",16/04/2018,09:00
DIA,"3,5060","-0,09","3,5090","3,5060",20.484,"71,88",16/04/2018,09:00
ENAGAS,"22,8300","0,26","22,8300","22,8100",4.356,"99,37",16/04/2018,09:01
ENDESA,"18,4600","-0,16","18,5350","18,4600",25.469,"471,29",16/04/2018,09:01
FERROVIAL,"17,2450","0,15","17,3000","17,2300",16.930,"291,76",16/04/2018,09:01
GAS NATURAL,"19,9300","-0,60","19,9300","19,9300",14.362,"286,23",16/04/2018,09:00
GRIFOLS CL.A,"23,1800","-0,30","23,1800","23,1800",2.085,"48,33",16/04/2018,09:00
IAG,"7,0680","0,11","7,0840","7,0600",29.781,"210,47",16/04/2018,09:01
IBERDROLA,"6,2400","-0,22","6,2420","6,2400",200.205,"1.249,68",16/04/2018,09:00
INDITEX,"24,6600","0,45","24,6600","24,6000",41.678,"1.025,59",16/04/2018,09:01
INDRA A,"11,1200","0,00","11,1400","11,1200",1.627,"18,11",16/04/2018,09:00
INM.COLONIAL,"9,2500","0,00","9,2500","9,2500",5.899,"54,57",16/04/2018,09:00
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1240","0,30","8,1240","8,1240",10.921,"88,72",16/04/2018,09:00
MELIA HOTELS,"11,5600","0,35","11,5600","11,5600",7.265,"83,98",16/04/2018,09:00
MERLIN,"12,4700","0,00","12,4700","12,4250",34.858,"433,93",16/04/2018,09:01
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,5100","-0,16","15,5350","15,5100",62.737,"973,68",16/04/2018,09:01
SIEMENS GAME,"13,2500","-0,38","13,3500","13,1700",37.566,"497,40",16/04/2018,09:01
TEC.REUNIDAS,"24,7500","-0,12","24,7500","24,6900",1.187,"29,33",16/04/2018,09:00
TELEFONICA,"8,1600","0,00","8,1800","8,1600",91.902,"750,12",16/04/2018,09:01
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.771,70","0,05","9.775,50","9.768,30",,,16/04/2018,09:02
ABERTIS,"18,2800","-0,11","18,2950","18,2800",313.914,"5.741,11",16/04/2018,09:01
ACCIONA,"68,1600","0,24","68,1600","68,1000",2.284,"155,55",16/04/2018,09:00
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,6000","1,02","33,7600","33,6000",30.458,"1.024,90",16/04/2018,09:02
AENA,"172,4500","0,32","172,4500","172,0500",2.786,"479,45",16/04/2018,09:02
AMADEUS,"61,4600","-0,36","61,7600","61,3400",5.178,"319,27",16/04/2018,09:02
ARCELORMIT.,"26,4900","-0,06","26,5250","26,4900",8.129,"215,58",16/04/2018,09:02
BA.SABADELL,"1,7360","-0,34","1,7430","1,7360",228.902,"398,56",16/04/2018,09:02
BA.SANTANDER,"5,3670","-0,04","5,3770","5,3670",369.762,"1.984,80",16/04/2018,09:02
BANKIA,"3,6750","0,35","3,6750","3,6700",85.264,"312,97",16/04/2018,09:02
BANKINTER,"8,4880","0,35","8,4880","8,4460",20.252,"171,05",16/04/2018,09:01
BBVA,"6,4130","0,05","6,4200","6,4000",207.023,"1.326,56",16/04/2018,09:01
CAIXABANK,"3,9450","-0,08","3,9560","3,9430",174.541,"689,40",16/04/2018,09:02
CELLNEX,"23,5900","0,17","23,5900","23,5900",3.383,"79,80",16/04/2018,09:00
DIA,"3,5110","0,06","3,5110","3,5060",24.485,"85,92",16/04/2018,09:01
ENAGAS,"22,8000","0,13","22,8300","22,7800",6.781,"154,65",16/04/2018,09:01
ENDESA,"18,4500","-0,22","18,5350","18,4450",26.613,"492,39",16/04/2018,09:02
FERROVIAL,"17,2450","0,15","17,3000","17,2300",17.056,"293,93",16/04/2018,09:02
GAS NATURAL,"19,9950","-0,27","19,9950","19,9300",14.391,"286,81",16/04/2018,09:02
GRIFOLS CL.A,"23,2100","-0,17","23,2100","23,1800",2.827,"65,54",16/04/2018,09:02
IAG,"7,0800","0,28","7,0840","7,0600",39.781,"281,27",16/04/2018,09:02
IBERDROLA,"6,2380","-0,26","6,2420","6,2320",200.923,"1.254,15",16/04/2018,09:01
INDITEX,"24,6700","0,49","24,6900","24,6000",47.461,"1.168,27",16/04/2018,09:02
INDRA A,"11,1200","0,00","11,1400","11,1200",1.627,"18,11",16/04/2018,09:00
INM.COLONIAL,"9,2550","0,05","9,2550","9,2500",7.226,"66,85",16/04/2018,09:02
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1460","0,57","8,1460","8,1240",12.921,"105,01",16/04/2018,09:01
MELIA HOTELS,"11,5600","0,35","11,5600","11,5600",7.265,"83,98",16/04/2018,09:00
MERLIN,"12,4700","0,00","12,4700","12,4250",34.858,"433,93",16/04/2018,09:01
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,4850","-0,32","15,5350","15,4850",85.980,"1.334,09",16/04/2018,09:02
SIEMENS GAME,"13,2200","-0,60","13,3500","13,1700",91.430,"1.210,43",16/04/2018,09:02
TEC.REUNIDAS,"24,7500","-0,12","24,7500","24,6900",1.187,"29,33",16/04/2018,09:00
TELEFONICA,"8,1600","0,00","8,1800","8,1540",102.577,"837,22",16/04/2018,09:02
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.776,10","0,09","9.776,20","9.768,30",,,16/04/2018,09:03
ABERTIS,"18,2800","-0,11","18,2950","18,2800",314.044,"5.743,48",16/04/2018,09:03
ACCIONA,"68,1600","0,24","68,1600","68,1000",2.284,"155,55",16/04/2018,09:00
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,7800","1,56","33,7800","33,6000",31.339,"1.054,61",16/04/2018,09:03
AENA,"172,4500","0,32","172,4500","172,0500",2.960,"509,43",16/04/2018,09:03
AMADEUS,"61,6400","-0,06","61,7600","61,3400",5.886,"362,90",16/04/2018,09:03
ARCELORMIT.,"26,4850","-0,08","26,5800","26,4850",8.488,"225,12",16/04/2018,09:03
BA.SABADELL,"1,7365","-0,32","1,7430","1,7360",290.256,"505,28",16/04/2018,09:03
BA.SANTANDER,"5,3830","0,26","5,3830","5,3670",420.319,"2.256,72",16/04/2018,09:03
BANKIA,"3,6720","0,27","3,6750","3,6700",87.472,"321,08",16/04/2018,09:03
BANKINTER,"8,4880","0,35","8,4880","8,4460",20.252,"171,05",16/04/2018,09:01
BBVA,"6,4130","0,05","6,4200","6,4000",207.023,"1.326,56",16/04/2018,09:01
CAIXABANK,"3,9450","-0,08","3,9560","3,9430",213.991,"845,03",16/04/2018,09:03
CELLNEX,"23,6300","0,34","23,6300","23,5900",3.683,"86,89",16/04/2018,09:03
DIA,"3,5110","0,06","3,5110","3,5060",24.485,"85,92",16/04/2018,09:01
ENAGAS,"22,8000","0,13","22,8300","22,7800",6.781,"154,65",16/04/2018,09:01
ENDESA,"18,3900","-0,54","18,5350","18,3900",31.186,"576,57",16/04/2018,09:03
FERROVIAL,"17,2400","0,12","17,3000","17,2300",17.571,"302,81",16/04/2018,09:03
GAS NATURAL,"20,0300","-0,10","20,0300","19,9300",15.435,"307,72",16/04/2018,09:03
GRIFOLS CL.A,"23,2100","-0,17","23,2100","23,1800",2.827,"65,54",16/04/2018,09:02
IAG,"7,0860","0,37","7,0860","7,0600",41.881,"296,14",16/04/2018,09:03
IBERDROLA,"6,2300","-0,38","6,2420","6,2300",201.423,"1.257,27",16/04/2018,09:03
INDITEX,"24,6600","0,45","24,6900","24,6000",47.719,"1.174,64",16/04/2018,09:03
INDRA A,"11,1200","0,00","11,1400","11,1200",1.627,"18,11",16/04/2018,09:00
INM.COLONIAL,"9,2550","0,05","9,2550","9,2500",7.226,"66,85",16/04/2018,09:02
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1460","0,57","8,1460","8,1240",12.921,"105,01",16/04/2018,09:01
MELIA HOTELS,"11,5600","0,35","11,5600","11,5600",7.265,"83,98",16/04/2018,09:00
MERLIN,"12,4500","-0,16","12,4700","12,4250",36.024,"448,45",16/04/2018,09:03
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,4550","-0,51","15,5350","15,4550",88.491,"1.372,90",16/04/2018,09:03
SIEMENS GAME,"13,2200","-0,60","13,3500","13,1700",91.430,"1.210,43",16/04/2018,09:02
TEC.REUNIDAS,"24,9300","0,61","24,9300","24,6900",1.547,"38,31",16/04/2018,09:02
TELEFONICA,"8,1690","0,11","8,1800","8,1540",105.187,"858,53",16/04/2018,09:03
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.773,30","0,06","9.777,00","9.768,30",,,16/04/2018,09:04
ABERTIS,"18,2850","-0,08","18,2950","18,2800",314.740,"5.756,21",16/04/2018,09:04
ACCIONA,"68,2400","0,35","68,2400","68,1000",2.953,"201,19",16/04/2018,09:04
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,7800","1,56","33,7800","33,6000",31.339,"1.054,61",16/04/2018,09:03
AENA,"172,5500","0,38","172,5500","172,0500",3.150,"542,20",16/04/2018,09:04
AMADEUS,"61,6400","-0,06","61,7600","61,3400",5.886,"362,90",16/04/2018,09:03
ARCELORMIT.,"26,4850","-0,08","26,5800","26,4850",8.574,"227,40",16/04/2018,09:03
BA.SABADELL,"1,7350","-0,40","1,7430","1,7350",322.537,"561,31",16/04/2018,09:04
BA.SANTANDER,"5,3770","0,15","5,3850","5,3670",483.641,"2.597,36",16/04/2018,09:04
BANKIA,"3,6750","0,35","3,6830","3,6700",100.331,"368,41",16/04/2018,09:04
BANKINTER,"8,4880","0,35","8,4880","8,4460",20.252,"171,05",16/04/2018,09:01
BBVA,"6,4130","0,05","6,4200","6,4000",207.517,"1.329,73",16/04/2018,09:04
CAIXABANK,"3,9450","-0,08","3,9560","3,9410",228.591,"902,60",16/04/2018,09:04
CELLNEX,"23,6400","0,38","23,7000","23,5900",17.680,"417,68",16/04/2018,09:03
DIA,"3,5050","-0,11","3,5110","3,5050",27.551,"96,67",16/04/2018,09:04
ENAGAS,"22,8000","0,13","22,8300","22,7800",6.781,"154,65",16/04/2018,09:01
ENDESA,"18,3900","-0,54","18,5350","18,3900",31.186,"576,57",16/04/2018,09:03
FERROVIAL,"17,2500","0,17","17,3000","17,2300",17.861,"307,81",16/04/2018,09:04
GAS NATURAL,"20,0500","0,00","20,0500","19,9300",16.824,"335,56",16/04/2018,09:04
GRIFOLS CL.A,"23,2100","-0,17","23,2100","23,1800",2.827,"65,54",16/04/2018,09:02
IAG,"7,0800","0,28","7,0860","7,0600",43.175,"305,30",16/04/2018,09:04
IBERDROLA,"6,2300","-0,38","6,2420","6,2300",205.034,"1.279,77",16/04/2018,09:04
INDITEX,"24,6200","0,29","24,6900","24,6000",51.500,"1.267,80",16/04/2018,09:04
INDRA A,"11,1200","0,00","11,1400","11,1200",1.627,"18,11",16/04/2018,09:00
INM.COLONIAL,"9,2550","0,05","9,2550","9,2500",7.226,"66,85",16/04/2018,09:02
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1460","0,57","8,1460","8,1240",12.921,"105,01",16/04/2018,09:01
MELIA HOTELS,"11,5600","0,35","11,5600","11,5600",7.265,"83,98",16/04/2018,09:00
MERLIN,"12,4500","-0,16","12,4700","12,4250",36.858,"458,83",16/04/2018,09:03
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,4850","-0,32","15,5350","15,4550",96.365,"1.494,84",16/04/2018,09:04
SIEMENS GAME,"13,3350","0,26","13,3500","13,1700",91.829,"1.215,75",16/04/2018,09:04
TEC.REUNIDAS,"24,9300","0,61","24,9300","24,6900",1.547,"38,31",16/04/2018,09:02
TELEFONICA,"8,1690","0,11","8,1800","8,1540",118.559,"967,76",16/04/2018,09:04
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.772,20","0,05","9.777,00","9.768,30",,,16/04/2018,09:05
ABERTIS,"18,2900","-0,05","18,2950","18,2800",320.857,"5.868,09",16/04/2018,09:04
ACCIONA,"68,4000","0,59","68,4000","68,1000",3.459,"235,78",16/04/2018,09:05
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,7100","1,35","33,7800","33,6000",31.488,"1.059,64",16/04/2018,09:04
AENA,"172,8000","0,52","172,8000","172,0500",3.263,"561,72",16/04/2018,09:04
AMADEUS,"61,6400","-0,06","61,7600","61,3400",5.886,"362,90",16/04/2018,09:03
ARCELORMIT.,"26,4500","-0,21","26,5800","26,4500",14.774,"391,49",16/04/2018,09:05
BA.SABADELL,"1,7380","-0,23","1,7430","1,7350",332.537,"578,69",16/04/2018,09:04
BA.SANTANDER,"5,3750","0,11","5,3850","5,3670",498.173,"2.675,50",16/04/2018,09:05
BANKIA,"3,6750","0,35","3,6830","3,6700",100.331,"368,41",16/04/2018,09:04
BANKINTER,"8,4640","0,07","8,4880","8,4460",25.889,"218,69",16/04/2018,09:05
BBVA,"6,4120","0,03","6,4200","6,4000",208.060,"1.333,21",16/04/2018,09:05
CAIXABANK,"3,9430","-0,13","3,9560","3,9410",232.392,"917,59",16/04/2018,09:05
CELLNEX,"23,6400","0,38","23,7000","23,5900",17.680,"417,68",16/04/2018,09:03
DIA,"3,5050","-0,11","3,5110","3,5050",27.551,"96,67",16/04/2018,09:04
ENAGAS,"22,7700","0,00","22,8300","22,7700",8.399,"191,50",16/04/2018,09:05
ENDESA,"18,4200","-0,38","18,5350","18,3900",32.382,"598,60",16/04/2018,09:05
FERROVIAL,"17,2400","0,12","17,3000","17,2300",17.881,"308,16",16/04/2018,09:05
GAS NATURAL,"20,0700","0,10","20,0700","19,9300",16.874,"336,57",16/04/2018,09:05
GRIFOLS CL.A,"23,3000","0,22","23,3000","23,1800",3.656,"84,83",16/04/2018,09:05
IAG,"7,0800","0,28","7,1000","7,0600",50.730,"358,87",16/04/2018,09:05
IBERDROLA,"6,2300","-0,38","6,2420","6,2300",208.564,"1.301,76",16/04/2018,09:05
INDITEX,"24,6000","0,20","24,6900","24,6000",52.260,"1.286,51",16/04/2018,09:05
INDRA A,"11,1700","0,45","11,1700","11,1200",1.673,"18,63",16/04/2018,09:05
INM.COLONIAL,"9,2550","0,05","9,2550","9,2500",7.226,"66,85",16/04/2018,09:02
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1180","0,22","8,1460","8,1180",14.011,"113,87",16/04/2018,09:04
MELIA HOTELS,"11,5700","0,43","11,5700","11,5600",8.679,"100,34",16/04/2018,09:04
MERLIN,"12,4550","-0,12","12,4700","12,4250",39.092,"486,63",16/04/2018,09:05
R.E.C.,"16,5900","0,03","16,5900","16,5850",9.695,"160,83",16/04/2018,09:00
REPSOL,"15,4850","-0,32","15,5350","15,4550",106.616,"1.653,58",16/04/2018,09:05
SIEMENS GAME,"13,3350","0,26","13,3500","13,1700",91.829,"1.215,75",16/04/2018,09:04
TEC.REUNIDAS,"24,9300","0,61","24,9300","24,6900",2.297,"57,00",16/04/2018,09:05
TELEFONICA,"8,1670","0,09","8,1800","8,1540",121.003,"987,72",16/04/2018,09:05
VISCOFAN,"55,8500","0,27","55,8500","55,8500",466,"26,03",16/04/2018,09:00
IBEX 35,"9.774,80","0,08","9.777,00","9.768,30",,,16/04/2018,09:06
ABERTIS,"18,2950","-0,03","18,2950","18,2800",379.388,"6.938,65",16/04/2018,09:06
ACCIONA,"68,2400","0,35","68,4000","68,1000",4.124,"281,19",16/04/2018,09:05
ACERINOX,"11,5500","-0,30","11,5500","11,5350",3.215,"37,12",16/04/2018,09:00
ACS,"33,7300","1,41","33,7800","33,6000",32.328,"1.087,97",16/04/2018,09:05
AENA,"172,8000","0,52","172,8000","172,0500",3.477,"598,66",16/04/2018,09:06
AMADEUS,"61,7200","0,06","61,7600","61,3400",5.967,"367,90",16/04/2018,09:06
ARCELORMIT.,"26,4750","-0,11","26,5800","26,4200",18.239,"483,11",16/04/2018,09:06
BA.SABADELL,"1,7415","-0,03","1,7430","1,7350",357.668,"622,44",16/04/2018,09:06
BA.SANTANDER,"5,3750","0,11","5,3850","5,3670",517.081,"2.777,15",16/04/2018,09:06
BANKIA,"3,6800","0,49","3,6830","3,6700",105.381,"386,99",16/04/2018,09:06
BANKINTER,"8,4660","0,09","8,4880","8,4460",27.449,"231,89",16/04/2018,09:05
BBVA,"6,4110","0,02","6,4200","6,4000",216.555,"1.387,66",16/04/2018,09:06
CAIXABANK,"3,9460","-0,05","3,9560","3,9410",249.184,"983,81",16/04/2018,09:06
CELLNEX,"23,6400","0,38","23,7000","23,5900",17.680,"417,68",16/04/2018,09:03
DIA,"3,4920","-0,48","3,5110","3,4920",34.113,"119,64",16/04/2018,09:06
ENAGAS,"22,7600","-0,04","22,8300","22,7600",8.974,"204,59",16/04/2018,09:06
ENDESA,"18,3950","-0,51","18,5350","18,3900",33.182,"613,32",16/04/2018,09:06
FERROVIAL,"17,2550","0,20","17,3000","17,2300",17.980,"309,86",16/04/2018,09:05
GAS NATURAL,"20,0700","0,10","20,0700","19,9300",17.250,"344,11",16/04/2018,09:06
GRIFOLS CL.A,"23,3000","0,22","23,3000","23,1800",3.656,"84,83",16/04/2018,09:05
IAG,"7,0980","0,54","7,1000","7,0600",65.796,"465,70",16/04/2018,09:06
IBERDROLA,"6,2280","-0,42","6,2420","6,2180",218.185,"1.361,64",16/04/2018,09:06
INDITEX,"24,5900","0,16","24,6900","24,5600",57.170,"1.407,17",16/04/2018,09:06
INDRA A,"11,1700","0,45","11,1700","11,1200",1.673,"18,63",16/04/2018,09:05
INM.COLONIAL,"9,2550","0,05","9,2550","9,2500",7.226,"66,85",16/04/2018,09:02
MAPFRE,"2,7670","-0,04","2,7670","2,7670",26.706,"73,90",16/04/2018,09:00
MEDIASET,"8,1180","0,22","8,1460","8,1180",14.011,"113,87",16/04/2018,09:04
MELIA HOTELS,"11,5700","0,43","11,5700","11,5600",8.679,"100,34",16/04/2018,09:04
MERLIN,"12,4400","-0,24","12,4700","12,4250",39.958,"497,42",16/04/2018,09:05
R.E.C.,"16,6150","0,18","16,6150","16,5850",9.960,"165,23",16/04/2018,09:05
REPSOL,"15,4900","-0,29","15,5350","15,4550",109.259,"1.694,51",16/04/2018,09:06
SIEMENS GAME,"13,2750","-0,19","13,3500","13,1700",93.886,"1.243,14",16/04/2018,09:06
TEC.REUNIDAS,"24,9300","0,61","24,9300","24,6900",2.297,"57,00",16/04/2018,09:05
TELEFONICA,"8,1610","0,01","8,1800","8,1540",132.824,"1.084,16",16/04/2018,09:06
