Nom,Valor,% Dif,Max,Min,Volum,Efectiu (milers euros),Data,Hora
ARCELORMIT.,"26,6550","0,57","26,7500","26,4150",68.348,"1.815,49",16/04/2018,11:33
BA.SABADELL,"1,7300","-0,69","1,7460","1,7145",3.354.609,"5.805,71",16/04/2018,11:33
BA.SANTANDER,"5,4000","0,58","5,4200","5,3670",4.451.753,"24.017,30",16/04/2018,11:33
BANKIA,"3,6940","0,87","3,7020","3,6700",937.009,"3.460,92",16/04/2018,11:33
BANKINTER,"8,4860","0,33","8,5160","8,4460",111.045,"941,10",16/04/2018,11:30
BBVA,"6,4360","0,41","6,4500","6,3950",2.998.708,"19.280,17",16/04/2018,11:33
CAIXABANK,"3,9730","0,63","3,9730","3,9410",80.305.576,"317.436,46",16/04/2018,11:33
CELLNEX,"23,3100","-1,02","23,7000","23,2400",169.195,"3.966,97",16/04/2018,11:33
DIA,"3,4830","-0,74","3,5250","3,4770",345.505,"1.208,95",16/04/2018,11:32
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.446,"1.783,78",16/04/2018,11:32
ENDESA,"18,2900","-1,08","18,5350","18,2900",348.211,"6.395,62",16/04/2018,11:32
FERROVIAL,"17,2400","0,12","17,3000","17,2000",113.368,"1.954,31",16/04/2018,11:33
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.049,"1.442,47",16/04/2018,11:28
GRIFOLS CL.A,"23,2000","-0,22","23,3300","23,1700",25.071,"582,36",16/04/2018,11:32
IAG,"7,1400","1,13","7,1500","7,0600",401.488,"2.853,39",16/04/2018,11:28
IBERDROLA,"6,1960","-0,93","6,2420","6,1920",4.872.517,"30.297,94",16/04/2018,11:32
INDITEX,"24,6700","0,49","24,6900","24,5400",907.320,"22.341,03",16/04/2018,11:33
INDRA A,"11,1700","0,45","11,2000","11,1200",27.988,"312,84",16/04/2018,11:32
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7590","-0,33","2,7790","2,7540",221.389,"611,52",16/04/2018,11:28
MEDIASET,"8,1800","0,99","8,2300","8,1000",249.156,"2.036,91",16/04/2018,11:25
MELIA HOTELS,"11,5600","0,35","11,6100","11,5400",71.891,"832,65",16/04/2018,11:33
MERLIN,"12,4900","0,16","12,5000","12,4150",318.476,"3.967,52",16/04/2018,11:32
R.E.C.,"16,4450","-0,84","16,6250","16,4400",73.152,"1.209,16",16/04/2018,11:32
REPSOL,"15,4350","-0,64","15,5350","15,4050",508.921,"7.868,70",16/04/2018,11:32
SIEMENS GAME,"13,3000","0,00","13,3900","13,1700",335.062,"4.451,58",16/04/2018,11:32
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.225,"1.506,39",16/04/2018,11:32
TELEFONICA,"8,1420","-0,22","8,1800","8,1300",1.058.967,"8.631,20",16/04/2018,11:33
VISCOFAN,"55,8000","0,18","56,1500","55,6500",6.770,"378,27",16/04/2018,11:29
IBEX 35,"9.777,60","0,11","9.796,50","9.768,00",,,16/04/2018,11:34
ABERTIS,"18,2950","-0,03","18,3000","18,2800",783.280,"14.328,35",16/04/2018,11:34
ACCIONA,"67,4600","-0,79","68,4000","67,3200",53.456,"3.634,03",16/04/2018,11:33
ACERINOX,"11,6200","0,30","11,6400","11,5350",90.609,"1.051,97",16/04/2018,11:31
ACS,"33,4800","0,66","33,8400","33,4500",172.205,"5.794,61",16/04/2018,11:34
AENA,"173,9500","1,19","175,5500","172,0500",34.940,"6.083,29",16/04/2018,11:31
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.591,"2.627,05",16/04/2018,11:32
ARCELORMIT.,"26,6300","0,47","26,7500","26,4150",68.411,"1.817,17",16/04/2018,11:33
BA.SABADELL,"1,7320","-0,57","1,7460","1,7145",3.376.197,"5.843,07",16/04/2018,11:34
BA.SANTANDER,"5,3960","0,50","5,4200","5,3670",4.481.567,"24.178,20",16/04/2018,11:34
BANKIA,"3,6950","0,90","3,7020","3,6700",939.369,"3.469,64",16/04/2018,11:34
BANKINTER,"8,4860","0,33","8,5160","8,4460",111.045,"941,10",16/04/2018,11:30
BBVA,"6,4350","0,39","6,4500","6,3950",3.010.017,"19.352,95",16/04/2018,11:34
CAIXABANK,"3,9730","0,63","3,9730","3,9410",80.305.576,"317.436,46",16/04/2018,11:33
CELLNEX,"23,3100","-1,02","23,7000","23,2400",169.195,"3.966,97",16/04/2018,11:33
DIA,"3,4820","-0,77","3,5250","3,4770",348.544,"1.219,53",16/04/2018,11:34
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.446,"1.783,78",16/04/2018,11:32
ENDESA,"18,2900","-1,08","18,5350","18,2850",350.406,"6.435,76",16/04/2018,11:34
FERROVIAL,"17,2350","0,09","17,3000","17,2000",114.089,"1.966,73",16/04/2018,11:34
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.167,"1.444,83",16/04/2018,11:33
GRIFOLS CL.A,"23,2000","-0,22","23,3300","23,1700",25.071,"582,36",16/04/2018,11:32
IAG,"7,1420","1,16","7,1500","7,0600",401.968,"2.856,82",16/04/2018,11:33
IBERDROLA,"6,1980","-0,90","6,2420","6,1920",4.874.353,"30.309,32",16/04/2018,11:34
INDITEX,"24,6700","0,49","24,6900","24,5400",907.765,"22.352,00",16/04/2018,11:34
INDRA A,"11,1700","0,45","11,2000","11,1200",27.988,"312,84",16/04/2018,11:32
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7620","-0,22","2,7790","2,7540",226.932,"626,82",16/04/2018,11:34
MEDIASET,"8,1820","1,01","8,2300","8,1000",249.545,"2.040,10",16/04/2018,11:34
MELIA HOTELS,"11,5600","0,35","11,6100","11,5400",71.891,"832,65",16/04/2018,11:33
MERLIN,"12,4900","0,16","12,5000","12,4150",318.526,"3.968,14",16/04/2018,11:33
R.E.C.,"16,4450","-0,84","16,6250","16,4400",142.050,"2.342,19",16/04/2018,11:32
REPSOL,"15,4350","-0,64","15,5350","15,4050",729.539,"11.273,91",16/04/2018,11:34
SIEMENS GAME,"13,3000","0,00","13,3900","13,1700",335.958,"4.463,50",16/04/2018,11:34
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.592,"1.515,42",16/04/2018,11:33
TELEFONICA,"8,1440","-0,20","8,1800","8,1300",1.060.429,"8.643,11",16/04/2018,11:34
VISCOFAN,"55,8000","0,18","56,1500","55,6500",6.770,"378,27",16/04/2018,11:29
IBEX 35,"9.779,20","0,12","9.796,50","9.768,00",,,16/04/2018,11:35
ABERTIS,"18,2950","-0,03","18,3000","18,2800",783.280,"14.328,35",16/04/2018,11:34
ACCIONA,"67,6000","-0,59","68,4000","67,3200",53.533,"3.639,23",16/04/2018,11:35
ACERINOX,"11,6150","0,26","11,6400","11,5350",92.410,"1.072,89",16/04/2018,11:35
ACS,"33,4800","0,66","33,8400","33,4500",172.205,"5.794,61",16/04/2018,11:34
AENA,"173,9500","1,19","175,5500","172,0500",34.940,"6.083,29",16/04/2018,11:31
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.591,"2.627,05",16/04/2018,11:32
ARCELORMIT.,"26,6500","0,55","26,7500","26,4150",68.711,"1.825,17",16/04/2018,11:35
BA.SABADELL,"1,7305","-0,66","1,7460","1,7145",3.709.732,"6.420,42",16/04/2018,11:35
BA.SANTANDER,"5,3980","0,54","5,4200","5,3670",4.483.527,"24.188,78",16/04/2018,11:35
BANKIA,"3,6940","0,87","3,7020","3,6700",942.374,"3.480,74",16/04/2018,11:35
BANKINTER,"8,4820","0,28","8,5160","8,4460",113.345,"960,62",16/04/2018,11:35
BBVA,"6,4390","0,45","6,4500","6,3950",3.013.943,"19.378,23",16/04/2018,11:35
CAIXABANK,"3,9740","0,66","3,9740","3,9410",80.320.953,"317.497,55",16/04/2018,11:35
CELLNEX,"23,3200","-0,98","23,7000","23,2400",170.590,"3.999,50",16/04/2018,11:34
DIA,"3,4900","-0,54","3,5250","3,4770",385.129,"1.347,07",16/04/2018,11:35
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.446,"1.783,78",16/04/2018,11:32
ENDESA,"18,3000","-1,03","18,5350","18,2850",352.525,"6.474,53",16/04/2018,11:35
FERROVIAL,"17,2400","0,12","17,3000","17,2000",114.589,"1.975,35",16/04/2018,11:35
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.167,"1.444,83",16/04/2018,11:33
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1500","1,27","7,1500","7,0600",402.035,"2.857,30",16/04/2018,11:35
IBERDROLA,"6,1980","-0,90","6,2420","6,1920",4.875.767,"30.318,08",16/04/2018,11:35
INDITEX,"24,6800","0,53","24,6900","24,5400",907.885,"22.354,97",16/04/2018,11:35
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7630","-0,18","2,7790","2,7540",228.932,"632,35",16/04/2018,11:35
MEDIASET,"8,1800","0,99","8,2300","8,1000",265.912,"2.173,98",16/04/2018,11:35
MELIA HOTELS,"11,5600","0,35","11,6100","11,5400",71.891,"832,65",16/04/2018,11:33
MERLIN,"12,4800","0,08","12,5000","12,4150",326.468,"4.067,26",16/04/2018,11:35
R.E.C.,"16,4450","-0,84","16,6250","16,4400",142.296,"2.346,23",16/04/2018,11:35
REPSOL,"15,4400","-0,61","15,5350","15,4050",731.989,"11.311,74",16/04/2018,11:35
SIEMENS GAME,"13,2900","-0,08","13,3900","13,1700",338.863,"4.502,11",16/04/2018,11:35
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1390","-0,26","8,1800","8,1300",1.062.694,"8.661,54",16/04/2018,11:35
VISCOFAN,"55,8000","0,18","56,1500","55,6500",6.770,"378,27",16/04/2018,11:29
IBEX 35,"9.780,50","0,14","9.796,50","9.768,00",,,16/04/2018,11:36
ABERTIS,"18,2950","-0,03","18,3000","18,2800",784.730,"14.354,87",16/04/2018,11:36
ACCIONA,"67,7400","-0,38","68,4000","67,3200",54.393,"3.697,48",16/04/2018,11:36
ACERINOX,"11,6150","0,26","11,6400","11,5350",92.410,"1.072,89",16/04/2018,11:35
ACS,"33,4500","0,57","33,8400","33,4500",173.508,"5.838,20",16/04/2018,11:36
AENA,"174,0500","1,25","175,5500","172,0500",35.143,"6.118,61",16/04/2018,11:36
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.591,"2.627,05",16/04/2018,11:32
ARCELORMIT.,"26,6500","0,55","26,7500","26,4150",68.765,"1.826,61",16/04/2018,11:36
BA.SABADELL,"1,7295","-0,72","1,7460","1,7145",3.721.154,"6.440,18",16/04/2018,11:36
BA.SANTANDER,"5,3990","0,56","5,4200","5,3670",5.080.689,"27.412,86",16/04/2018,11:36
BANKIA,"3,6970","0,96","3,7020","3,6700",947.954,"3.501,36",16/04/2018,11:36
BANKINTER,"8,4900","0,38","8,5160","8,4460",115.015,"974,79",16/04/2018,11:36
BBVA,"6,4400","0,47","6,4500","6,3950",3.027.384,"19.464,77",16/04/2018,11:36
CAIXABANK,"3,9720","0,61","3,9740","3,9410",80.336.025,"317.557,43",16/04/2018,11:36
CELLNEX,"23,3200","-0,98","23,7000","23,2400",170.590,"3.999,50",16/04/2018,11:34
DIA,"3,5000","-0,26","3,5250","3,4770",394.839,"1.380,99",16/04/2018,11:36
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.700,"1.789,55",16/04/2018,11:36
ENDESA,"18,3000","-1,03","18,5350","18,2850",352.525,"6.474,53",16/04/2018,11:35
FERROVIAL,"17,2350","0,09","17,3000","17,2000",114.934,"1.981,30",16/04/2018,11:36
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.167,"1.444,83",16/04/2018,11:33
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1500","1,27","7,1500","7,0600",402.035,"2.857,30",16/04/2018,11:35
IBERDROLA,"6,2020","-0,83","6,2420","6,1920",4.877.990,"30.331,87",16/04/2018,11:36
INDITEX,"24,6800","0,53","24,6900","24,5400",907.935,"22.356,20",16/04/2018,11:36
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7630","-0,18","2,7790","2,7540",228.932,"632,35",16/04/2018,11:35
MEDIASET,"8,1860","1,06","8,2300","8,1000",267.110,"2.183,78",16/04/2018,11:36
MELIA HOTELS,"11,5600","0,35","11,6100","11,5400",71.891,"832,65",16/04/2018,11:33
MERLIN,"12,4800","0,08","12,5000","12,4150",328.028,"4.086,73",16/04/2018,11:35
R.E.C.,"16,4450","-0,84","16,6250","16,4400",142.296,"2.346,23",16/04/2018,11:35
REPSOL,"15,4450","-0,58","15,5350","15,4050",733.297,"11.331,94",16/04/2018,11:36
SIEMENS GAME,"13,2850","-0,11","13,3900","13,1700",339.696,"4.513,18",16/04/2018,11:36
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1400","-0,25","8,1800","8,1300",1.065.799,"8.686,82",16/04/2018,11:36
VISCOFAN,"55,8000","0,18","56,1500","55,6500",6.770,"378,27",16/04/2018,11:29
IBEX 35,"9.781,50","0,15","9.796,50","9.768,00",,,16/04/2018,11:37
ABERTIS,"18,2950","-0,03","18,3000","18,2800",784.730,"14.354,87",16/04/2018,11:36
ACCIONA,"67,7400","-0,38","68,4000","67,3200",54.770,"3.723,02",16/04/2018,11:37
ACERINOX,"11,6150","0,26","11,6400","11,5350",92.410,"1.072,89",16/04/2018,11:35
ACS,"33,4500","0,57","33,8400","33,4500",173.634,"5.842,41",16/04/2018,11:37
AENA,"174,0500","1,25","175,5500","172,0500",35.143,"6.118,61",16/04/2018,11:36
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.591,"2.627,05",16/04/2018,11:32
ARCELORMIT.,"26,6500","0,55","26,7500","26,4150",68.765,"1.826,61",16/04/2018,11:36
BA.SABADELL,"1,7290","-0,75","1,7460","1,7145",3.726.954,"6.450,20",16/04/2018,11:37
BA.SANTANDER,"5,4010","0,60","5,4200","5,3670",5.091.136,"27.469,27",16/04/2018,11:37
BANKIA,"3,7000","1,04","3,7020","3,6700",973.454,"3.595,71",16/04/2018,11:37
BANKINTER,"8,4960","0,45","8,5160","8,4460",115.261,"976,88",16/04/2018,11:37
BBVA,"6,4440","0,53","6,4500","6,3950",3.054.419,"19.638,90",16/04/2018,11:37
CAIXABANK,"3,9730","0,63","3,9740","3,9410",80.350.728,"317.615,85",16/04/2018,11:37
CELLNEX,"23,3200","-0,98","23,7000","23,2400",171.050,"4.010,23",16/04/2018,11:37
DIA,"3,4940","-0,43","3,5250","3,4770",415.132,"1.451,90",16/04/2018,11:37
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.700,"1.789,55",16/04/2018,11:36
ENDESA,"18,3200","-0,92","18,5350","18,2850",355.379,"6.526,81",16/04/2018,11:37
FERROVIAL,"17,2400","0,12","17,3000","17,2000",114.976,"1.982,02",16/04/2018,11:37
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.241,"1.446,32",16/04/2018,11:37
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1500","1,27","7,1500","7,0600",402.035,"2.857,30",16/04/2018,11:35
IBERDROLA,"6,2040","-0,80","6,2420","6,1920",4.880.960,"30.350,30",16/04/2018,11:37
INDITEX,"24,6800","0,53","24,6900","24,5400",911.774,"22.450,95",16/04/2018,11:37
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7620","-0,22","2,7790","2,7540",229.032,"632,63",16/04/2018,11:37
MEDIASET,"8,1900","1,11","8,2300","8,1000",267.310,"2.185,42",16/04/2018,11:37
MELIA HOTELS,"11,5600","0,35","11,6100","11,5400",71.891,"832,65",16/04/2018,11:33
MERLIN,"12,4800","0,08","12,5000","12,4150",328.028,"4.086,73",16/04/2018,11:35
R.E.C.,"16,4400","-0,87","16,6250","16,4400",143.200,"2.361,10",16/04/2018,11:37
REPSOL,"15,4450","-0,58","15,5350","15,4050",733.421,"11.333,86",16/04/2018,11:37
SIEMENS GAME,"13,2850","-0,11","13,3900","13,1700",345.009,"4.583,76",16/04/2018,11:37
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1400","-0,25","8,1800","8,1300",1.095.554,"8.929,05",16/04/2018,11:37
VISCOFAN,"55,8000","0,18","56,1500","55,6500",6.908,"385,97",16/04/2018,11:37
IBEX 35,"9.780,40","0,13","9.796,50","9.768,00",,,16/04/2018,11:38
ABERTIS,"18,2950","-0,03","18,3000","18,2800",785.313,"14.365,54",16/04/2018,11:38
ACCIONA,"67,7800","-0,32","68,4000","67,3200",54.781,"3.723,76",16/04/2018,11:38
ACERINOX,"11,6150","0,26","11,6400","11,5350",92.410,"1.072,89",16/04/2018,11:35
ACS,"33,4500","0,57","33,8400","33,4500",173.634,"5.842,41",16/04/2018,11:37
AENA,"174,0500","1,25","175,5500","172,0500",35.143,"6.118,61",16/04/2018,11:36
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.642,"2.630,19",16/04/2018,11:37
ARCELORMIT.,"26,6050","0,38","26,7500","26,4150",69.414,"1.843,87",16/04/2018,11:38
BA.SABADELL,"1,7280","-0,80","1,7460","1,7145",3.755.842,"6.500,14",16/04/2018,11:38
BA.SANTANDER,"5,3980","0,54","5,4200","5,3670",5.135.539,"27.709,09",16/04/2018,11:38
BANKIA,"3,6980","0,98","3,7020","3,6700",986.417,"3.643,65",16/04/2018,11:38
BANKINTER,"8,4940","0,43","8,5160","8,4460",116.494,"987,36",16/04/2018,11:38
BBVA,"6,4420","0,50","6,4500","6,3950",3.064.296,"19.702,53",16/04/2018,11:38
CAIXABANK,"3,9710","0,58","3,9740","3,9410",80.365.381,"317.674,06",16/04/2018,11:38
CELLNEX,"23,3300","-0,93","23,7000","23,2400",171.136,"4.012,23",16/04/2018,11:38
DIA,"3,4940","-0,43","3,5250","3,4770",420.239,"1.469,75",16/04/2018,11:37
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.700,"1.789,55",16/04/2018,11:36
ENDESA,"18,3250","-0,89","18,5350","18,2850",361.041,"6.630,59",16/04/2018,11:38
FERROVIAL,"17,2350","0,09","17,3000","17,2000",115.239,"1.986,56",16/04/2018,11:38
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.241,"1.446,32",16/04/2018,11:37
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1460","1,22","7,1500","7,0600",403.059,"2.864,62",16/04/2018,11:37
IBERDROLA,"6,2060","-0,77","6,2420","6,1920",4.882.701,"30.361,10",16/04/2018,11:38
INDITEX,"24,6800","0,53","24,6900","24,5400",912.344,"22.465,01",16/04/2018,11:37
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7650","-0,11","2,7790","2,7540",239.032,"660,27",16/04/2018,11:38
MEDIASET,"8,1900","1,11","8,2300","8,1000",311.584,"2.548,11",16/04/2018,11:37
MELIA HOTELS,"11,5700","0,43","11,6100","11,5400",73.162,"847,35",16/04/2018,11:38
MERLIN,"12,4800","0,08","12,5000","12,4150",328.028,"4.086,73",16/04/2018,11:35
R.E.C.,"16,4450","-0,84","16,6250","16,4400",143.430,"2.364,88",16/04/2018,11:37
REPSOL,"15,4400","-0,61","15,5350","15,4050",735.925,"11.372,52",16/04/2018,11:38
SIEMENS GAME,"13,2900","-0,08","13,3900","13,1700",345.360,"4.588,43",16/04/2018,11:37
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1380","-0,27","8,1800","8,1300",1.144.182,"9.324,79",16/04/2018,11:38
VISCOFAN,"55,8000","0,18","56,1500","55,6500",7.054,"394,12",16/04/2018,11:38
IBEX 35,"9.782,50","0,16","9.796,50","9.768,00",,,16/04/2018,11:39
ABERTIS,"18,2950","-0,03","18,3000","18,2800",787.315,"14.402,17",16/04/2018,11:39
ACCIONA,"67,7800","-0,32","68,4000","67,3200",54.781,"3.723,76",16/04/2018,11:38
ACERINOX,"11,6100","0,22","11,6400","11,5350",92.960,"1.079,28",16/04/2018,11:39
ACS,"33,4600","0,60","33,8400","33,4500",174.004,"5.854,79",16/04/2018,11:39
AENA,"174,0500","1,25","175,5500","172,0500",35.143,"6.118,61",16/04/2018,11:36
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.693,"2.633,33",16/04/2018,11:39
ARCELORMIT.,"26,6050","0,38","26,7500","26,4150",69.414,"1.843,87",16/04/2018,11:38
BA.SABADELL,"1,7295","-0,72","1,7460","1,7145",3.758.130,"6.504,09",16/04/2018,11:39
BA.SANTANDER,"5,4020","0,61","5,4200","5,3670",5.138.644,"27.725,86",16/04/2018,11:39
BANKIA,"3,6940","0,87","3,7020","3,6700",989.292,"3.654,27",16/04/2018,11:39
BANKINTER,"8,4940","0,43","8,5160","8,4460",116.494,"987,36",16/04/2018,11:38
BBVA,"6,4440","0,53","6,4500","6,3950",3.072.830,"19.757,50",16/04/2018,11:39
CAIXABANK,"3,9720","0,61","3,9740","3,9410",80.368.550,"317.686,64",16/04/2018,11:39
CELLNEX,"23,3500","-0,85","23,7000","23,2400",171.636,"4.023,91",16/04/2018,11:39
DIA,"3,4940","-0,43","3,5250","3,4770",421.178,"1.473,03",16/04/2018,11:38
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.700,"1.789,55",16/04/2018,11:36
ENDESA,"18,3200","-0,92","18,5350","18,2850",363.777,"6.680,72",16/04/2018,11:39
FERROVIAL,"17,2500","0,17","17,3000","17,2000",115.989,"1.999,49",16/04/2018,11:39
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.241,"1.446,32",16/04/2018,11:37
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1460","1,22","7,1500","7,0600",403.059,"2.864,62",16/04/2018,11:37
IBERDROLA,"6,2060","-0,77","6,2420","6,1920",4.882.701,"30.361,10",16/04/2018,11:38
INDITEX,"24,6800","0,53","24,6900","24,5400",914.216,"22.511,22",16/04/2018,11:39
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7650","-0,11","2,7790","2,7540",239.032,"660,27",16/04/2018,11:38
MEDIASET,"8,1900","1,11","8,2300","8,1000",312.861,"2.558,57",16/04/2018,11:39
MELIA HOTELS,"11,5700","0,43","11,6100","11,5400",73.162,"847,35",16/04/2018,11:38
MERLIN,"12,4800","0,08","12,5000","12,4150",328.028,"4.086,73",16/04/2018,11:35
R.E.C.,"16,4450","-0,84","16,6250","16,4400",143.430,"2.364,88",16/04/2018,11:37
REPSOL,"15,4450","-0,58","15,5350","15,4050",743.931,"11.496,15",16/04/2018,11:39
SIEMENS GAME,"13,2850","-0,11","13,3900","13,1700",345.855,"4.595,00",16/04/2018,11:38
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1380","-0,27","8,1800","8,1300",1.151.334,"9.382,99",16/04/2018,11:39
VISCOFAN,"55,8000","0,18","56,1500","55,6500",7.054,"394,12",16/04/2018,11:38
IBEX 35,"9.782,40","0,15","9.796,50","9.768,00",,,16/04/2018,11:40
ABERTIS,"18,2950","-0,03","18,3000","18,2800",787.315,"14.402,17",16/04/2018,11:39
ACCIONA,"67,7800","-0,32","68,4000","67,3200",54.781,"3.723,76",16/04/2018,11:38
ACERINOX,"11,6100","0,22","11,6400","11,5350",92.960,"1.079,28",16/04/2018,11:39
ACS,"33,4800","0,66","33,8400","33,4500",174.195,"5.861,18",16/04/2018,11:39
AENA,"174,0500","1,25","175,5500","172,0500",35.143,"6.118,61",16/04/2018,11:36
AMADEUS,"61,5800","-0,16","61,9000","61,3400",42.896,"2.645,83",16/04/2018,11:40
ARCELORMIT.,"26,5950","0,34","26,7500","26,4150",69.786,"1.853,77",16/04/2018,11:40
BA.SABADELL,"1,7295","-0,72","1,7460","1,7145",3.758.130,"6.504,09",16/04/2018,11:39
BA.SANTANDER,"5,4020","0,61","5,4200","5,3670",5.138.644,"27.725,86",16/04/2018,11:39
BANKIA,"3,6940","0,87","3,7020","3,6700",989.292,"3.654,27",16/04/2018,11:39
BANKINTER,"8,4940","0,43","8,5160","8,4460",116.494,"987,36",16/04/2018,11:38
BBVA,"6,4440","0,53","6,4500","6,3950",3.072.830,"19.757,50",16/04/2018,11:39
CAIXABANK,"3,9710","0,58","3,9740","3,9410",80.372.550,"317.702,53",16/04/2018,11:40
CELLNEX,"23,3500","-0,85","23,7000","23,2400",171.766,"4.026,94",16/04/2018,11:40
DIA,"3,4940","-0,43","3,5250","3,4770",421.178,"1.473,03",16/04/2018,11:38
ENAGAS,"22,7100","-0,26","22,8300","22,6900",78.700,"1.789,55",16/04/2018,11:36
ENDESA,"18,3150","-0,95","18,5350","18,2850",364.394,"6.692,02",16/04/2018,11:40
FERROVIAL,"17,2500","0,17","17,3000","17,2000",115.989,"1.999,49",16/04/2018,11:39
GAS NATURAL,"20,0500","0,00","20,0800","19,9300",72.241,"1.446,32",16/04/2018,11:37
GRIFOLS CL.A,"23,1900","-0,26","23,3300","23,1700",25.457,"591,32",16/04/2018,11:34
IAG,"7,1500","1,27","7,1500","7,0600",406.143,"2.886,67",16/04/2018,11:40
IBERDROLA,"6,2060","-0,77","6,2420","6,1920",4.882.701,"30.361,10",16/04/2018,11:38
INDITEX,"24,6800","0,53","24,6900","24,5400",914.216,"22.511,22",16/04/2018,11:39
INDRA A,"11,1700","0,45","11,2000","11,1200",29.644,"331,34",16/04/2018,11:35
INM.COLONIAL,"9,2050","-0,49","9,2850","9,1950",97.749,"902,86",16/04/2018,11:26
MAPFRE,"2,7650","-0,11","2,7790","2,7540",239.032,"660,27",16/04/2018,11:38
MEDIASET,"8,1940","1,16","8,2300","8,1000",361.052,"2.953,09",16/04/2018,11:40
MELIA HOTELS,"11,5700","0,43","11,6100","11,5400",73.162,"847,35",16/04/2018,11:38
MERLIN,"12,4800","0,08","12,5000","12,4150",328.028,"4.086,73",16/04/2018,11:35
R.E.C.,"16,4400","-0,87","16,6250","16,4400",144.430,"2.381,32",16/04/2018,11:40
REPSOL,"15,4450","-0,58","15,5350","15,4050",747.269,"11.547,70",16/04/2018,11:40
SIEMENS GAME,"13,2950","-0,04","13,3900","13,1700",346.255,"4.600,32",16/04/2018,11:40
TEC.REUNIDAS,"24,6000","-0,73","24,9300","24,5000",61.602,"1.515,67",16/04/2018,11:35
TELEFONICA,"8,1390","-0,26","8,1800","8,1300",1.151.598,"9.385,14",16/04/2018,11:40
